INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10142089	1	1	42	89	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142090	1	1	42	90	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期30天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142091	1	1	42	91	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期90天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142092	1	1	42	92	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期180天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142093	1	1	42	93	8	85	27	-1	-1	坐骑：烈焰追风	10	-1	使用后可激活永久#G坐骑：烈焰追风#W。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142094	1	1	42	94	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142095	1	1	42	95	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142096	1	1	42	96	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142097	1	1	42	97	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142098	1	1	42	98	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期30天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142099	1	1	42	99	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期90天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142100	1	1	42	100	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	#c33ff99（有效期180天，从获得时开始计时。）#r#W使用后可增加#G坐骑：烈焰追风#W有效期，增加时间为物品剩余有效期的时间。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142101	1	1	42	101	8	85	28	-1	-1	坐骑：烈焰追风	10	-1	使用后可激活永久#G坐骑：烈焰追风#W。#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_11	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142102	1	1	42	102	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142103	1	1	42	103	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142104	1	1	42	104	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142105	1	1	42	105	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142106	1	1	42	106	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期30天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142107	1	1	42	107	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期90天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142108	1	1	42	108	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期180天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142109	1	1	42	109	8	102	27	-1	-1	坐骑：寄居蟹	10	-1	使用后可激活永久#G坐骑：寄居蟹#W。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142110	1	1	42	110	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142111	1	1	42	111	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142112	1	1	42	112	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142113	1	1	42	113	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142114	1	1	42	114	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期30天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142115	1	1	42	115	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期90天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142116	1	1	42	116	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	#c33ff99（有效期180天，从获得时开始计时。）#r#W使用后可增加#G坐骑：寄居蟹#W有效期，增加时间为物品剩余有效期的时间。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142117	1	1	42	117	8	102	28	-1	-1	坐骑：寄居蟹	10	-1	使用后可激活永久#G坐骑：寄居蟹#W。#r召唤后可邀请同伴一同乘骑。#r#cFFCC00骑乘后移动速度+70%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_9	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142118	1	1	42	118	8	103	27	-1	-1	坐骑：昆仑雪猿	10	-1	#cffff00【二周年限定】#r#c33ff99（有效期1天，从获得时开始计时。）#r#W使用后可增加#G坐骑：昆仑雪猿#W有效期，增加时间为物品剩余有效期的时间。#R#r《华御录》#r该坐骑可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_10	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142119	1	1	42	119	8	103	27	-1	-1	坐骑：昆仑雪猿	10	-1	#cffff00【二周年限定】#r#c33ff99（有效期3天，从获得时开始计时。）#r#W使用后可增加#G坐骑：昆仑雪猿#W有效期，增加时间为物品剩余有效期的时间。#R#r《华御录》#r该坐骑可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_10	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142120	1	1	42	120	8	103	27	-1	-1	坐骑：昆仑雪猿	10	-1	#cffff00【二周年限定】#r#c33ff99（有效期7天，从获得时开始计时。）#r#W使用后可增加#G坐骑：昆仑雪猿#W有效期，增加时间为物品剩余有效期的时间。#R#r《华御录》#r该坐骑可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_10	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
10142121	1	1	42	121	8	103	27	-1	-1	坐骑：昆仑雪猿	10	-1	#cffff00【二周年限定】#r#c33ff99（有效期15天，从获得时开始计时。）#r#W使用后可增加#G坐骑：昆仑雪猿#W有效期，增加时间为物品剩余有效期的时间。#R#r《华御录》#r该坐骑可在华御录中激活华御效果#r#cFFCC00骑乘后移动速度+80%#r#G（右键点击即可使用）	4	4	150	3	0	21	999801	RideHeader10_10	坐骑	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	-1	-1
