INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
867	LoÕn Hoa Mê Nhãn	TalentSkillManTuo3_13	TÑ	#{WUDAO_20250327_194}	#{WUDAO_20250327_414}	2	4	6	8	10	3
868	Tri«u Th§p T¸ch Hoa	TalentSkillManTuo3_4	TÑ	#{WUDAO_20250327_186}	#{WUDAO_20250327_406}	2	4	6	8	10	1
869	M½ mµng Nhi­u Hoa	TalentSkillManTuo3_13	TÑ	#{WUDAO_20250327_187}	#{WUDAO_20250327_407}	20	40	60	80	100	3
870	Hoa Ðµng Xuân S½n	TalentSkillManTuo3_12	TÑ	#{WUDAO_20250327_188}	#{WUDAO_20250327_408}	4	8	12	16	20	1
871	Hoa Giäi Ngæ	TalentSkillManTuo3_14	TÑ	#{WUDAO_20250327_189}	#{WUDAO_20250327_409}	8	16	24	32	40	2
872	Khúc Ðµng Th¥n Dß½ng	TalentSkillManTuo_10	TÑ	#{WUDAO_20250327_190}	#{WUDAO_20250327_410}	6	12	18	24	30	3
873	Cö cây Tri Xuân	TalentSkillManTuo3_15	TÑ	#{WUDAO_20250327_191}	#{WUDAO_20250327_411}	7	14	21	28	35	1
874	Hoa LÕc gió n±i lên Th¶i	TalentSkillManTuo3_16	TÑ	#{WUDAO_20250327_192}	#{WUDAO_20250327_412}	1	2	3	4	5	3
875	Xuân Quy XØ	TalentSkillManTuo4_1	TÑ	#{WUDAO_20250327_193}	#{WUDAO_20250327_413}	4	8	12	16	20	1
876	Ti trúc boong boong	TalentSkillManTuo_13	TÑ	#{WUDAO_20250327_185}	#{WUDAO_20250327_405}	0.6	1.2	1.8	2.4	3	2
877	Xuân ThuÖ B¤t Phó	TalentSkillManTuo3_11	TÑ	#{WUDAO_20250327_195}	#{WUDAO_20250327_415}	10	20	30	40	50	3
878	B®nh Mµc Tri«n Cån	TalentSkillManTuo4_2	TÑ	#{WUDAO_20250327_196}	#{WUDAO_20250327_416}	2	4	6	8	10	1
879	Sáng qu¡c Ki Hoa	TalentSkillManTuo4_3	TÑ	#{WUDAO_20250327_197}	#{WUDAO_20250327_417}	1	2	3	4	5	3
880	Tái ngoÕi Thanh	TalentSkillManTuo2_5	TÑ	#{WUDAO_20250327_198}	#{WUDAO_20250327_418}	2	4	6	8	10	1
881	Tuý Hoa Âm	TalentSkillManTuo4_4	TÑ	#{WUDAO_20250327_199}	#{WUDAO_20250327_419}	3;1	6;2	9;3	12;4	15;5	2
882	Vån Hß½ng nhß cû	TalentSkillManTuo2_4	TÑ	#{WUDAO_20250327_200}	#{WUDAO_20250327_420}	10	20	30	40	50	3
883	Thiên Bi ngß¶i oán	TalentSkillERenGu_11	TÑ	#{WUDAO_20250327_201}	#{WUDAO_20250327_421}	0.3	0.6	0.9	1.2	1.5	1
884	Liên Ð¸a Sinh Khô	TalentSkillERenGu_8	TÑ	#{WUDAO_20250327_202}	#{WUDAO_20250327_422}	0.3	0.6	0.9	1.2	1.5	3
885	Thiên H°n Vînh Trú	TalentSkillERenGu_11	TÑ	#{WUDAO_20250327_203}	#{WUDAO_20250327_423}	0.4	0.8	1.2	1.6	2	1
886	Dß¾i tay vô tình	TalentSkillERenGu2_12	TÑ	#{WUDAO_20250327_204}	#{WUDAO_20250327_424}	1	2	3	4	5	2
887	Ð¸a H°n Hành Thß¶ng	TalentSkillERenGu_8	TÑ	#{WUDAO_20250327_205}	#{WUDAO_20250327_425}	0.4	0.8	1.2	1.6	2	3
888	Ai H°n Bi C¯t	TalentSkillERenGu2_4	TÑ	#{WUDAO_20250327_206}	#{WUDAO_20250327_426}	16	17	18	19	20	1
889	T× Ô phøng dßÞng cha m©	TalentSkillERenGu2_13	TÑ	#{WUDAO_20250327_207}	#{WUDAO_20250327_427}	1	2	3	4	5	3
890	Thª sñ vô thß¶ng	TalentSkillERenGu_4	TÑ	#{WUDAO_20250327_208}	#{WUDAO_20250327_428}	5	10	15	20	25	1
891	Xu¯ng ð¤t không cØa	TalentSkillERenGu_2	TÑ	#{WUDAO_20250327_209}	#{WUDAO_20250327_429}	2;1	4;2	6;3	8;4	10;5	2
892	Phän H°n thiªu phß½ng pháp	TalentSkillERenGu_11	TÑ	#{WUDAO_20250327_210}	#{WUDAO_20250327_430}	2	4	6	8	10	3
893	ºa Nhân Thi®n Quä	TalentSkillERenGu2_11	TÑ	#{WUDAO_20250327_211}	#{WUDAO_20250327_431}	20	40	60	80	100	1
894	SÕ Ð¸a Sinh Hoan	TalentSkillERenGu_8	TÑ	#{WUDAO_20250327_212}	#{WUDAO_20250327_432}	7	14	21	28	35	3
895	ÐoÕt H°n tª thiên	TalentSkillERenGu_11	TÑ	#{WUDAO_20250327_213}	#{WUDAO_20250327_433}	8	16	24	32	40	1
896	Trì Cß½ng cây khô	TalentSkillERenGu_4	TÑ	#{WUDAO_20250327_214}	#{WUDAO_20250327_434}	2.8;5.2	2.6;5.4	2.4;5.6	2.2;5.8	2;6	2
897	Vong h°n con ðß¶ng cu¯i cùng	TalentSkillERenGu_8	TÑ	#{WUDAO_20250327_215}	#{WUDAO_20250327_435}	8	16	24	32	40	3
898	Sinh không ch² nào Y	TalentSkillERenGu_5	TÑ	#{WUDAO_20250327_216}	#{WUDAO_20250327_436}	2	4	6	8	10	1
899	Tam gi¾i th¥n thông	TalentSkillERenGu2_15	TÑ	#{WUDAO_20250327_217}	#{WUDAO_20250327_437}	29;39	28;38	27;37	26;36	25;35	3
900	Giäo H°n Tam Kh¯c	TalentSkillERenGu_5	TÑ	#{WUDAO_20250327_218}	#{WUDAO_20250327_438}	5	10	15	20	25	1
901	Hß¾ng TØ Nhi Sinh	TalentSkillERenGu2_14	TÑ	#{WUDAO_20250327_219}	#{WUDAO_20250327_439}	10	20	30	40	50	2
902	Ch¤p chß·ng hoàng tuy«n	TalentSkillERenGu_2	TÑ	#{WUDAO_20250327_220}	#{WUDAO_20250327_440}	7;2	14;4	21;6	28;8	35;10	3
