INT	STRING	STRING	STRING	INT	STRING	INT	INT	STRING
960	DuoBao2	DuoBao2/DuoBao2.layout.xml	DuoBao2/DuoBao2.lua	0		19	20	小队夺宝BOSS伤害榜界面
961	HuaShanLunJian_LockTeam	HuaShanLunJian_LockTeam/HuaShanLunJian_LockTeam.layout.xml	HuaShanLunJian_LockTeam/HuaShanLunJian_LockTeam.lua	3		19	20	华山论剑锁定战队
962	DuoBao_Rank	DuoBao_Rank/DuoBao_Rank.layout.xml	DuoBao_Rank/DuoBao_Rank.lua	3		19	20	小队夺宝积分榜界面
963	Item_MultiUse	Item_MultiUse/Item_MultiUse.layout.xml	Item_MultiUse/Item_MultiUse.lua	1		19	20	批量使用
964	ERenGu_Yure_Timing	ERenGu_Yure_Timing/ERenGu_Yure_Timing.layout.xml	ERenGu_Yure_Timing/ERenGu_Yure_Timing.lua	0		19	20	大宋疑案倒计时
965	CangBao_GuoTu	CangBao_GuoTu/CangBao_GuoTu.layout.xml	CangBao_GuoTu/CangBao_GuoTu.lua	0		19	20	组队藏宝图
966	NoDiffMatch_Shop	NoDiffMatch_Shop/NoDiffMatch_Shop.layout.xml	NoDiffMatch_Shop/NoDiffMatch_Shop.lua	3		19	20	争霸赛商店
967	Dahua_Incom_Feipinhuishou	Dahua_Incom_Feipinhuishou/Dahua_Incom_Feipinhuishou.layout.xml	Dahua_Incom_Feipinhuishou/Dahua_Incom_Feipinhuishou.lua	1		19	20	拆解界面
968	GemEffectPreview	GemEffectPreview/GemEffectPreview.layout.xml	GemEffectPreview/GemEffectPreview.lua	1		19	20	宝石配饰预览界面
970	HuaShanLunJian_Award	HuaShanLunJian_Award/HuaShanLunJian_Award.layout.xml	HuaShanLunJian_Award/HuaShanLunJian_Award.lua	1		19	20	华山论剑奖励
971	HuaShanLunJian_TopList3	HuaShanLunJian_TopList3/HuaShanLunJian_TopList3.layout.xml	HuaShanLunJian_TopList3/HuaShanLunJian_TopList3.lua	1		19	20	6v6排行榜
972	XueWuUI	XueWuUI/XueWuUI.layout.xml	XueWuUI/XueWuUI.lua	1		19	20	测试界面																					
#972	DressBoxFrame	DressBoxFrame/DressBoxFrame.layout.xml	DressBoxFrame/DressBoxFrame.lua	1	14	0	0	衣柜
#972	Levelup_TopList	Levelup_TopList/Levelup_TopList.layout.xml	Levelup_TopList/Levelup_TopList.lua	1		19	20	冲级排行榜
#973	Levelup_TopListAward	Levelup_TopListAward/Levelup_TopListAward.layout.xml	Levelup_TopListAward/Levelup_TopListAward.lua	1		19	20	冲级排行榜
#974	DuoBao_Shop	DuoBao_Shop/DuoBao_Shop.layout.xml	DuoBao_Shop/DuoBao_Shop.lua	1		19	20	小队夺宝商店界面
#975	DressOptional_GiftBox	DressOptional_GiftBox/DressOptional_GiftBox.layout.xml	DressOptional_GiftBox/DressOptional_GiftBox.lua	1		19	20	16888礼包界面
#976	Frozen_Guide	Frozen_Guide/Frozen_Guide.layout.xml	Frozen_Guide/Frozen_Guide.lua	3		19	20	欢乐冰雪季整合界面
#977	Bingxuejie_Yr	Bingxuejie_Yr/Bingxuejie_Yr.layout.xml	Bingxuejie_Yr/Bingxuejie_Yr.lua	3		19	20	冰雪节预热活动界面
#978	Frozen_Answer	Frozen_Answer/Frozen_Answer.layout.xml	Frozen_Answer/Frozen_Answer.lua	0		19	20	冰雪节答题界面
#979	Frozen_Answer_List	Frozen_Answer_List/Frozen_Answer_List.layout.xml	Frozen_Answer_List/Frozen_Answer_List.lua	3		19	20	冰雪节答题排行榜界面
#980	Frozen_AnswerEnter	Frozen_AnswerEnter/Frozen_AnswerEnter.layout.xml	Frozen_AnswerEnter/Frozen_AnswerEnter.lua	3		19	20	冰雪节答题进入界面
981	NewExterior_Headdress	NewExterior_Headdress/NewExterior_Headdress.layout.xml	NewExterior_Headdress/NewExterior_Headdress.lua	3		19	20	头饰界面
#982	Frozen_DodgeBall	Frozen_DodgeBall/Frozen_DodgeBall.layout.xml	Frozen_DodgeBall/Frozen_DodgeBall.lua	0		19	20	苞米地往事信息界面
#983	Frozen_DodgeBall_Guide	Frozen_DodgeBall_Guide/Frozen_DodgeBall_Guide.layout.xml	Frozen_DodgeBall_Guide/Frozen_DodgeBall_Guide.lua	3		19	20	苞米地往事前往界面
#984	Frozen_GeCao_Rest	Frozen_GeCao_Rest\Frozen_GeCao_Rest.layout.xml	Frozen_GeCao_Rest\Frozen_GeCao_Rest.lua	0		19	20	冰雪节割草休息室界面
#985	Frozen_GeCao_Goto	Frozen_GeCao_Goto/Frozen_GeCao_Goto.layout.xml	Frozen_GeCao_Goto/Frozen_GeCao_Goto.lua	3		19	20	冰雪节割草前往界面
#986	Frozen_GeCao_Countdown	Frozen_GeCao_Countdown/Frozen_GeCao_Countdown.layout.xml	Frozen_GeCao_Countdown/Frozen_GeCao_Countdown.lua	0		19	20	冰雪节割草倒计时界面
#987	Frozen_GeCao_ZhanKuang	Frozen_GeCao_ZhanKuang/Frozen_GeCao_ZhanKuang.layout.xml	Frozen_GeCao_ZhanKuang/Frozen_GeCao_ZhanKuang.lua	0		19	20	冰雪节割草战况界面
#988	Frozen_GeCao_Mini	Frozen_GeCao_Mini/Frozen_GeCao_Mini.layout.xml	Frozen_GeCao_Mini/Frozen_GeCao_Mini.lua	0		19	20	冰雪节割草战况小界面
#989	Frozen_GeCao_PersonalTopList	Frozen_GeCao_PersonalTopList/Frozen_GeCao_PersonalTopList.layout.xml	Frozen_GeCao_PersonalTopList/Frozen_GeCao_PersonalTopList.lua	1		19	20	冰雪节割草个人排行榜界面
#990	Frozen_GeCao_Result	Frozen_GeCao_Result/Frozen_GeCao_Result.layout.xml	Frozen_GeCao_Result/Frozen_GeCao_Result.lua	0		19	20	冰雪节割草结算界面
#991	Frozen_GeCao_Fail	Frozen_GeCao_Fail/Frozen_GeCao_Fail.layout.xml	Frozen_GeCao_Fail/Frozen_GeCao_Fail.lua	0		19	20	冰雪节 割草战斗失败界面
#992	Frozen_GeCao_Tips	Frozen_GeCao_Tips/Frozen_GeCao_Tips.layout.xml	Frozen_GeCao_Tips/Frozen_GeCao_Tips.lua	0		19	20	冰雪节割草提示界面
#993	Frozen_Entry	Frozen_Entry/Frozen_Entry.layout.xml	Frozen_Entry/Frozen_Entry.lua	3		19	20	冰雪节雪橇进入界面
#996	Frozen_XQHC_Mini	Frozen_XQHC_Mini\Frozen_XQHC_Mini.layout.xml	Frozen_XQHC_Mini\Frozen_XQHC_Mini.lua	0		19	20	冰雪节合成雪球积分界面
#997	Frozen_XQHC_Goto	Frozen_XQHC_Goto/Frozen_XQHC_Goto.layout.xml	Frozen_XQHC_Goto/Frozen_XQHC_Goto.lua	3		19	20	冰雪节合成雪球前往界面
#998	Frozen_BXJR_SD	Frozen_BXJR_SD/Frozen_BXJR_SD.layout.xml	Frozen_BXJR_SD/Frozen_BXJR_SD.lua	3		19	20	冰雪聚人圣诞goto
#999	Frozen_BXJR_YD	Frozen_BXJR_YD/Frozen_BXJR_YD.layout.xml	Frozen_BXJR_YD/Frozen_BXJR_YD.lua	3		19	20	冰雪聚人圣诞goto
#1000	Frozen_PVPGoto	Frozen_PVPGoto/Frozen_PVPGoto.layout.xml	Frozen_PVPGoto/Frozen_PVPGoto.lua	3		19	20	冰雪节PVP前往
#1001	Frozen_PVPRest	Frozen_PVPRest/Frozen_PVPRest.layout.xml	Frozen_PVPRest/Frozen_PVPRest.lua	0		19	20	冰雪节PVP
#1002	Frozen_PVPRestMini	Frozen_PVPRestMini/Frozen_PVPRestMini.layout.xml	Frozen_PVPRestMini/Frozen_PVPRestMini.lua	0		19	20	冰雪节PVP
#1003	Frozen_PVPMessage	Frozen_PVPMessage/Frozen_PVPMessage.layout.xml	Frozen_PVPMessage/Frozen_PVPMessage.lua	1		19	20	冰雪节PVP
#1004	Frozen_PVPResult	Frozen_PVPResult/Frozen_PVPResult.layout.xml	Frozen_PVPResult/Frozen_PVPResult.lua	0		19	20	冰雪节PVP
#1005	Frozen_PVPScore	Frozen_PVPScore/Frozen_PVPScore.layout.xml	Frozen_PVPScore/Frozen_PVPScore.lua	0		19	20	冰雪节PVP
#1006	Frozen_PVPTopList	Frozen_PVPTopList/Frozen_PVPTopList.layout.xml	Frozen_PVPTopList/Frozen_PVPTopList.lua	1		19	20	冰雪节PVP
#1007	Frozen_PVPScoreMini	Frozen_PVPScoreMini/Frozen_PVPScoreMini.layout.xml	Frozen_PVPScoreMini/Frozen_PVPScoreMini.lua	0		19	20	冰雪节PVP
#1008	Frozen_PVPCountdown	Frozen_PVPCountdown/Frozen_PVPCountdown.layout.xml	Frozen_PVPCountdown/Frozen_PVPCountdown.lua	0		19	20	冰雪节PVP
#1009	Frozen_PVPXuanRen	Frozen_PVPXuanRen/Frozen_PVPXuanRen.layout.xml	Frozen_PVPXuanRen/Frozen_PVPXuanRen.lua	1		19	20	冰雪节PVP选人
#1010	Fenxian	Fenxian/Fenxian.layout.xml	Fenxian/Fenxian.lua	1		19	20	大服分线
#1011	Frozen_WheelCJ	Frozen_WheelCJ/Frozen_WheelCJ.layout.xml	Frozen_WheelCJ/Frozen_WheelCJ.lua	3		19	20	冰雪节转盘商店
#1013	Frozen_WheelCJMBuy	Frozen_WheelCJMBuy/Frozen_WheelCJMBuy.layout.xml	Frozen_WheelCJMBuy/Frozen_WheelCJMBuy.lua	1		19	20	冰雪节转盘商店
#1014	Frozen_WheelCJ_GiftBox	Frozen_WheelCJ_GiftBox/Frozen_WheelCJ_GiftBox.layout.xml	Frozen_WheelCJ_GiftBox/Frozen_WheelCJ_GiftBox.lua	1		19	20	冰雪节转盘商店二选一
#1015	Frozen_HotSpring	Frozen_HotSpring/Frozen_HotSpring.layout.xml	Frozen_HotSpring/Frozen_HotSpring.lua	0		19	20	冰雪节温泉界面
#1016	Frozen_HotSpring_Mini	Frozen_HotSpring_Mini/Frozen_HotSpring_Mini.layout.xml	Frozen_HotSpring_Mini/Frozen_HotSpring_Mini.lua	0		19	20	冰雪节温泉mini界面
#1017	Frozen_HotSpringEnter	Frozen_HotSpringEnter/Frozen_HotSpringEnter.layout.xml	Frozen_HotSpringEnter/Frozen_HotSpringEnter.lua	3		19	20	冰雪节泡温泉进入界面
#1018	Frozen_HotSpringEnter2	Frozen_HotSpringEnter2/Frozen_HotSpringEnter2.layout.xml	Frozen_HotSpringEnter2/Frozen_HotSpringEnter2.lua	3		19	20	冰雪节泡温泉进入界面2
#1019	Frozen_HotSpring2	Frozen_HotSpring2/Frozen_HotSpring2.layout.xml	Frozen_HotSpring2/Frozen_HotSpring2.lua	0		19	20	冰雪节温泉界面2
#1020	Frozen_HotSpring_Mini2	Frozen_HotSpring_Mini2/Frozen_HotSpring_Mini2.layout.xml	Frozen_HotSpring_Mini2/Frozen_HotSpring_Mini2.lua	0		19	20	冰雪节温泉mini界面2
#1021	Frozen_DodgeBall_End	Frozen_DodgeBall_End/Frozen_DodgeBall_End.layout.xml	Frozen_DodgeBall_End/Frozen_DodgeBall_End.lua	0		19	20	苞米地往事结算界面
#1022	NewShengXiao	NewShengXiao/NewShengXiao.layout.xml	NewShengXiao/NewShengXiao.lua	3		19	20	新生肖故事界面
#1023	Frozen_WheelCJAwardPreview	Frozen_WheelCJAwardPreview/Frozen_WheelCJAwardPreview.layout.xml	Frozen_WheelCJAwardPreview/Frozen_WheelCJAwardPreview.lua	1		19	20	冰雪节转盘商店
#1024	Frozen_Answer_End	Frozen_Answer_End/Frozen_Answer_End.layout.xml	Frozen_Answer_End/Frozen_Answer_End.lua	0		19	20	答题结算界面
#1025	Frozen_PVPGuide	Frozen_PVPGuide/Frozen_PVPGuide.layout.xml	Frozen_PVPGuide/Frozen_PVPGuide.lua	1		19	20	冰雪节PVP
#1026	Frozen_PVPDaoJuBao	Frozen_PVPDaoJuBao/Frozen_PVPDaoJuBao.layout.xml	Frozen_PVPDaoJuBao/Frozen_PVPDaoJuBao.lua	0		19	20	冰雪节PVP
#1027	Frozen_PVPDaoJuBaoMini	Frozen_PVPDaoJuBaoMini/Frozen_PVPDaoJuBaoMini.layout.xml	Frozen_PVPDaoJuBaoMini/Frozen_PVPDaoJuBaoMini.lua	0		19	20	冰雪节PVP
#1029	Frozen_ActivityRaiders	Frozen_ActivityRaiders/Frozen_ActivityRaiders.layout.xml	Frozen_ActivityRaiders/Frozen_ActivityRaiders.lua	3		19	20	冰雪节活动攻略
#1030	Frozen_GeCao_Guide	Frozen_GeCao_Guide/Frozen_GeCao_Guide.layout.xml	Frozen_GeCao_Guide/Frozen_GeCao_Guide.lua	3		19	20	冰雪节割草引导界面
#1031	MonthPVP_DaoJuBao	MonthPVP_DaoJuBao/MonthPVP_DaoJuBao.layout.xml	MonthPVP_DaoJuBao/MonthPVP_DaoJuBao.lua	0		19	20	至尊宝争夺战背包
#1032	MonthPVP_DaoJuBaoMini	MonthPVP_DaoJuBaoMini/MonthPVP_DaoJuBaoMini.layout.xml	MonthPVP_DaoJuBaoMini/MonthPVP_DaoJuBaoMini.lua	0		19	20	至尊宝争夺战背包
#1033	Frozen_PVPScoreTask	Frozen_PVPScoreTask/Frozen_PVPScoreTask.layout.xml	Frozen_PVPScoreTask/Frozen_PVPScoreTask.lua	1		19	20	冰雪节PVP
#1034	Frozen_Select_Btn	Frozen_Select_Btn/Frozen_Select_Btn.layout.xml	Frozen_Select_Btn/Frozen_Select_Btn.lua	0		19	20	冰雪节雪橇
#1035	YearEndBonus	YearEndBonus/YearEndBonus.layout.xml	YearEndBonus/YearEndBonus.lua	1		19	20	年终时装回馈
#1036	YearEndBonus_Preview	YearEndBonus_Preview/YearEndBonus_Preview.layout.xml	YearEndBonus_Preview/YearEndBonus_Preview.lua	2		19	20	年终时装回馈奖励预览
#1037	YearEndBonus_Select	YearEndBonus_Select/YearEndBonus_Select.layout.xml	YearEndBonus_Select/YearEndBonus_Select.lua	2		19	20	年终时装回馈奖励自选
#1038	YearEndBonus_QuickEnter	YearEndBonus_QuickEnter/YearEndBonus_QuickEnter.layout.xml	YearEndBonus_QuickEnter/YearEndBonus_QuickEnter.lua	0		19	20	年终时装回馈快捷入口
#1039	Kunwu_SWSC	Kunwu_SWSC/Kunwu_SWSC.layout.xml	Kunwu_SWSC/Kunwu_SWSC.lua	1		19	20	珍兽主城声望
#1040	Face_Authentication	Face_Authentication/Face_Authentication.layout.xml	Face_Authentication/Face_Authentication.lua	3		19	20	人脸识别界面
#1041	Kunwu_DBShop	Kunwu_DBShop/Kunwu_DBShop.layout.xml	Kunwu_DBShop/Kunwu_DBShop.lua	3		19	20	珍兽城代币商店
#1043	Kunwu_JL_Identify	Kunwu_JL_Identify/Kunwu_JL_Identify.layout.xml	Kunwu_JL_Identify/Kunwu_JL_Identify.lua	3		19	20	精灵鉴定界面
#1044	Kunwu_JL_Inlay	Kunwu_JL_Inlay/Kunwu_JL_Inlay.layout.xml	Kunwu_JL_Inlay/Kunwu_JL_Inlay.lua	3		19	20	精灵镶嵌界面
#1045	Kunwu_JL_Levelup	Kunwu_JL_Levelup/Kunwu_JL_Levelup.layout.xml	Kunwu_JL_Levelup/Kunwu_JL_Levelup.lua	3		19	20	精灵升级界面
1046	PetFight_List	PetFight_List/PetFight_List.layout.xml	PetFight_List/PetFight_List.lua	0		19	20	珍兽快捷出战
#1047	Kunwu_JLRH	Kunwu_JLRH/Kunwu_JLRH.layout.xml	Kunwu_JLRH/Kunwu_JLRH.lua	3		19	20	精灵打卡界面
#1048	Kunwu_YinDao	Kunwu_YinDao/Kunwu_YinDao.layout.xml	Kunwu_YinDao/Kunwu_YinDao.lua	3		19	20	珍兽引导界面
#1049	Kunwu_ZhiLu	Kunwu_ZhiLu/Kunwu_ZhiLu.layout.xml	Kunwu_ZhiLu/Kunwu_ZhiLu.lua	1		19	20	珍兽引导指南界面
#1050	Kunwu_WishGift	Kunwu_WishGift/Kunwu_WishGift.layout.xml	Kunwu_WishGift/Kunwu_WishGift.lua	3		19	20	新版本稳活界面
#1051	Kunwu_PVPDaojishi	Kunwu_PVPDaojishi/Kunwu_PVPDaojishi.layout.xml	Kunwu_PVPDaojishi/Kunwu_PVPDaojishi.lua	0		19	20	珍兽PVP倒计时
#1052	Kunwu_PVPDaojishi_Mini	Kunwu_PVPDaojishi_Mini/Kunwu_PVPDaojishi_Mini.layout.xml	Kunwu_PVPDaojishi_Mini/Kunwu_PVPDaojishi_Mini.lua	0		19	20	珍兽PVP倒计时
#1053	Kunwu_PVPMessage	Kunwu_PVPMessage/Kunwu_PVPMessage.layout.xml	Kunwu_PVPMessage/Kunwu_PVPMessage.lua	0		19	20	珍兽PVP
#1054	Kunwu_PVPResult	Kunwu_PVPResult/Kunwu_PVPResult.layout.xml	Kunwu_PVPResult/Kunwu_PVPResult.lua	0		19	20	珍兽PVP
#1055	Kunwu_PVPScore	Kunwu_PVPScore/Kunwu_PVPScore.layout.xml	Kunwu_PVPScore/Kunwu_PVPScore.lua	0		19	20	珍兽PVP
#1056	Kunwu_PVPScoreMini	Kunwu_PVPScoreMini/Kunwu_PVPScoreMini.layout.xml	Kunwu_PVPScoreMini/Kunwu_PVPScoreMini.lua	0		19	20	珍兽PVP
#1057	Kunwu_PVPTopList	Kunwu_PVPTopList/Kunwu_PVPTopList.layout.xml	Kunwu_PVPTopList/Kunwu_PVPTopList.lua	0		19	20	珍兽PVP
#1058	Kunwu_PVPXuanRen	Kunwu_PVPXuanRen/Kunwu_PVPXuanRen.layout.xml	Kunwu_PVPXuanRen/Kunwu_PVPXuanRen.lua	0		19	20	珍兽PVP
#1059	KunWu_Expedition_Main	KunWu_Expedition_Main/KunWu_Expedition_Main.layout.xml	KunWu_Expedition_Main/KunWu_Expedition_Main.lua	1		19	20	珍兽派遣主界面
#1060	KunWu_Expedition_Change	KunWu_Expedition_Change/KunWu_Expedition_Change.layout.xml	KunWu_Expedition_Change/KunWu_Expedition_Change.lua	3		19	20	珍兽派遣更换珍兽
#1061	KunWu_Expedition_Result	KunWu_Expedition_Result/KunWu_Expedition_Result.layout.xml	KunWu_Expedition_Result/KunWu_Expedition_Result.lua	3		19	20	珍兽派遣结算
#1062	KunWu_Expedition_AllQueue	KunWu_Expedition_AllQueue/KunWu_Expedition_AllQueue.layout.xml	KunWu_Expedition_AllQueue/KunWu_Expedition_AllQueue.lua	3		19	20	珍兽派遣总队列
#1063	Kunwu_JLZH	Kunwu_JLZH/Kunwu_JLZH.layout.xml	Kunwu_JLZH/Kunwu_JLZH.lua	3		19	20	精灵召唤
#1064	Kunwu_Kaiwu	Kunwu_Kaiwu/Kunwu_Kaiwu.layout.xml	Kunwu_Kaiwu/Kunwu_Kaiwu.lua	3		19	20	珍兽开悟
#1065	Kunwu_Kaiwu2	Kunwu_Kaiwu2/Kunwu_Kaiwu2.layout.xml	Kunwu_Kaiwu2/Kunwu_Kaiwu2.lua	3		19	20	珍兽开悟2
#1066	Kunwu_KaiwuList	Kunwu_KaiwuList/Kunwu_KaiwuList.layout.xml	Kunwu_KaiwuList/Kunwu_KaiwuList.lua	1		19	20	珍兽开悟列表
#1067	Kunwu_KaiwuTransfer	Kunwu_KaiwuTransfer/Kunwu_KaiwuTransfer.layout.xml	Kunwu_KaiwuTransfer/Kunwu_KaiwuTransfer.lua	3		19	20	珍兽开悟转移
#1068	Kunwu_YuRe	Kunwu_YuRe/Kunwu_YuRe.layout.xml	Kunwu_YuRe/Kunwu_YuRe.lua	3		19	20	珍兽预热
#1069	Kunwu_YuRe_SecondAry	Kunwu_YuRe_SecondAry/Kunwu_YuRe_SecondAry.layout.xml	Kunwu_YuRe_SecondAry/Kunwu_YuRe_SecondAry.lua	3		19	20	珍兽预热二级界面
#1070	YearEndBonus_CoinChange	YearEndBonus_CoinChange/YearEndBonus_CoinChange.layout.xml	YearEndBonus_CoinChange/YearEndBonus_CoinChange.lua	3		19	20	年终时装回馈快捷入口
#1071	KunWu_Expedition_Popup	KunWu_Expedition_Popup/KunWu_Expedition_Popup.layout.xml	KunWu_Expedition_Popup/KunWu_Expedition_Popup.lua	0		19	20	珍兽派遣开始终止弹窗
#1072	Kunwu_KaiwuList2	Kunwu_KaiwuList2/Kunwu_KaiwuList2.layout.xml	Kunwu_KaiwuList2/Kunwu_KaiwuList2.lua	1		19	20	珍兽开悟转移列表
#1073	Kunwu_JL_List	Kunwu_JL_List/Kunwu_JL_List.layout.xml	Kunwu_JL_List/Kunwu_JL_List.lua	1		19	20	精灵列表界面
#1074	Kunwu_JLZH_Progress	Kunwu_JLZH_Progress/Kunwu_JLZH_Progress.layout.xml	Kunwu_JLZH_Progress/Kunwu_JLZH_Progress.lua	0		19	20	精灵球停止界面
#1075	Kunwu_JL_Gather	Kunwu_JL_Gather/Kunwu_JL_Gather.layout.xml	Kunwu_JL_Gather/Kunwu_JL_Gather.lua	3		19	20	精灵合成界面
#1076	Kunwu_YinDao_Three	Kunwu_YinDao_Three/Kunwu_YinDao_Three.layout.xml	Kunwu_YinDao_Three/Kunwu_YinDao_Three.lua	3		19	20	珍兽引导三选一奖励界面
#1077	Kunwu_TuJian	Kunwu_TuJian/Kunwu_TuJian.layout.xml	Kunwu_TuJian/Kunwu_TuJian.lua	1		19	20	兽灵技能效果图鉴
#1078	Kunwu_JL_Fail	Kunwu_JL_Fail/Kunwu_JL_Fail.layout.xml	Kunwu_JL_Fail/Kunwu_JL_Fail.lua	1		19	20	精灵升级失败界面
#1079	SuperToolTip_AttrCompare	SuperToolTip_AttrCompare/SuperToolTip_AttrCompare.layout.xml	SuperToolTip_AttrCompare/SuperToolTip_AttrCompare.lua	1		0	0	鼠标悬停装备属性比较tips
#1080	SuperToolTip_AttrCompare2	SuperToolTip_AttrCompare2/SuperToolTip_AttrCompare2.layout.xml	SuperToolTip_AttrCompare2/SuperToolTip_AttrCompare2.lua	1		0	0	鼠标悬停装备属性比较tips
#1081	SuperToolTip2_AttrCompare	SuperToolTip2_AttrCompare/SuperToolTip2_AttrCompare.layout.xml	SuperToolTip2_AttrCompare/SuperToolTip2_AttrCompare.lua	1		0	0	超链装备属性比较tips
#1082	SuperToolTip2_AttrCompare2	SuperToolTip2_AttrCompare2/SuperToolTip2_AttrCompare2.layout.xml	SuperToolTip2_AttrCompare2/SuperToolTip2_AttrCompare2.lua	1		0	0	超链装备属性比较tips
#1083	Kunwu_JLMap	Kunwu_JLMap/Kunwu_JLMap.layout.xml	Kunwu_JLMap/Kunwu_JLMap.lua	1		0	0	精灵球寻路地图
#1084	CJ_KillInfo	CJ_KillInfo/CJ_KillInfo.layout.xml	CJ_KillInfo/CJ_KillInfo.lua	0		19	20	吃鸡击杀信息界面
#1085	CJ_Mission	CJ_Mission/CJ_Mission.layout.xml	CJ_Mission/CJ_Mission.lua	1		19	20	吃鸡任务界面
#1086	CJ_MissionMini	CJ_MissionMini/CJ_MissionMini.layout.xml	CJ_MissionMini/CJ_MissionMini.lua	0		19	20	吃鸡任务界面mini
#1087	CJ_NormalTips	CJ_NormalTips/CJ_NormalTips.layout.xml	CJ_NormalTips/CJ_NormalTips.lua	0		19	20	吃鸡常规界面
#1088	CJ_XuanRen	CJ_XuanRen/CJ_XuanRen.layout.xml	CJ_XuanRen/CJ_XuanRen.lua	0		19	20	吃鸡选门派界面
#1089	CJ_ShiQu	CJ_ShiQu/CJ_ShiQu.layout.xml	CJ_ShiQu/CJ_ShiQu.lua	1		19	20	吃鸡拾取界面
#1090	CJ_Backpack	CJ_Backpack/CJ_Backpack.layout.xml	CJ_Backpack/CJ_Backpack.lua	1		19	20	吃鸡背包界面
#1091	CJ_End	CJ_End/CJ_End.layout.xml	CJ_End/CJ_End.lua	0		19	20	吃鸡结束界面
#1092	CJ_Btn	CJ_Btn/CJ_Btn.layout.xml	CJ_Btn/CJ_Btn.lua	0		19	20	吃鸡整合界面按钮
#1093	CJ_RestRoom	CJ_RestRoom/CJ_RestRoom.layout.xml	CJ_RestRoom/CJ_RestRoom.lua	0		19	20	吃鸡休息室界面
#1094	CJ_RestRoomMini	CJ_RestRoomMini/CJ_RestRoomMini.layout.xml	CJ_RestRoomMini/CJ_RestRoomMini.lua	0		19	20	吃鸡休息室界面Mini
#1095	CJ_Relive	CJ_Relive/CJ_Relive.layout.xml	CJ_Relive/CJ_Relive.lua	0		19	20	吃鸡重生界面
#1096	CJ_Warning	CJ_Warning/CJ_Warning.layout.xml	CJ_Warning/CJ_Warning.lua	0		19	20	吃鸡毒圈警告
#1097	CJ_DaoJuBag	CJ_DaoJuBag/CJ_DaoJuBag.layout.xml	CJ_DaoJuBag/CJ_DaoJuBag.lua	1		19	20	吃鸡道具背包界面
#1098	CJ_EndTips	CJ_EndTips/CJ_EndTips.layout.xml	CJ_EndTips/CJ_EndTips.lua	1		19	20	吃鸡结算界面
#1099	CJ_Guide	CJ_Guide/CJ_Guide.layout.xml	CJ_Guide/CJ_Guide.lua	1		19	20	吃鸡引导界面
#1101	CJ_Shop	CJ_Shop/CJ_Shop.layout.xml	CJ_Shop/CJ_Shop.lua	3		19	20	吃鸡商店
#1102	CJ_Shop_MBuy	CJ_Shop_MBuy/CJ_Shop_MBuy.layout.xml	CJ_Shop_MBuy/CJ_Shop_MBuy.lua	2		19	20	吃鸡商店批量购买
#1103	CJ_DaoJuBag_Team	CJ_DaoJuBag_Team/CJ_DaoJuBag_Team.layout.xml	CJ_DaoJuBag_Team/CJ_DaoJuBag_Team.lua	1		19	20	吃鸡团队道具背包界面
#1104	CJ_Dying	CJ_Dying/CJ_Dying.layout.xml	CJ_Dying/CJ_Dying.lua	0		19	20	吃鸡重伤界面
#1105	Anniversary_Parade	Anniversary_Parade/Anniversary_Parade.layout.xml	Anniversary_Parade/Anniversary_Parade.lua	3		19	20	周年庆花车巡游界面
#1106	Kunwu_GiftBox	Kunwu_GiftBox/Kunwu_GiftBox.layout.xml	Kunwu_GiftBox/Kunwu_GiftBox.lua	1		19	20	兽灵自选礼盒界面
#1107	CJ_NormalTipsMini	CJ_NormalTipsMini/CJ_NormalTipsMini.layout.xml	CJ_NormalTipsMini/CJ_NormalTipsMini.lua	0		19	20	吃鸡常规界面最小化
#1108	NoDiffMatch_Score2	NoDiffMatch_Score2/NoDiffMatch_Score2.layout.xml	NoDiffMatch_Score2/NoDiffMatch_Score2.lua	0		19	20	争霸赛-战斗界面
#1109	NoDiffMatch_ResultShow2	NoDiffMatch_ResultShow2/NoDiffMatch_ResultShow2.layout.xml	NoDiffMatch_ResultShow2/NoDiffMatch_ResultShow2.lua	0		19	20	争霸赛-战斗结束界面
#1112	FC_SceneBoss	FC_SceneBoss/FC_SceneBoss.layout.xml	FC_SceneBoss/FC_SceneBoss.lua	0		19	20	场景Boss界面
#1113	FC_SceneBoss_Mini	FC_SceneBoss_Mini/FC_SceneBoss_Mini.layout.xml	FC_SceneBoss_Mini/FC_SceneBoss_Mini.lua	0		19	20	场景Boss界面折叠
#1114	Kunwu_JL_Shop	Kunwu_JL_Shop/Kunwu_JL_Shop.layout.xml	Kunwu_JL_Shop/Kunwu_JL_Shop.lua	3		19	20	精灵商店界面
#1115	PetLairPvpTime	PetLairPvpTime/PetLairPvpTime.layout.xml	PetLairPvpTime/PetLairPvpTime.lua	0		19	20	兽穴PVP
#1116	PetLairPvpTime_Mini	PetLairPvpTime_Mini/PetLairPvpTime_Mini.layout.xml	PetLairPvpTime_Mini/PetLairPvpTime_Mini.lua	0		19	20	兽穴PVP
#1117	FC_WishGift	FC_WishGift/FC_WishGift.layout.xml	FC_WishGift/FC_WishGift.lua	3		19	20	稳活界面
#1118	FC_GiftLv	FC_GiftLv/FC_GiftLv.layout.xml	FC_GiftLv/FC_GiftLv.lua	1		19	20	紫禁之巅结束界面
#1119	FC_Over	FC_Over/FC_Over.layout.xml	FC_Over/FC_Over.lua	0		19	20	紫禁之巅倒计时
