INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT							
4192	99	2200	RideHeader3_11							0	0	0	1	0		ToÕ KÜ: Thanh Mao Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4193	99	2200	RideHeader3_13							0	0	0	1	0		Sí Bàng: Hoan Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4194	99	2200	RideHeader3_14							0	0	0	1	0		ToÕ KÜ: Thi¬m Ði®n Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4195	99	2200	RideHeader3_15							0	0	0	1	0		ToÕ KÜ: Ði®p Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4196	99	2200	RideHeader2_10							0	0	0	1	0		ToÕ KÜ: Løc Ngô. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4197	99	2200	RideHeader3_16							0	0	0	1	0		ToÕ KÜ: Ba Thiên H±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4198	99	2200	RideHeader4_4							0	0	0	1	0		ToÕ KÜ: Phi Long . Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4199	99	2200	RideHeader4_1							0	0	0	1	0		ToÕ KÜ: Dß½ng Dß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4200	99	2200	RideHeader4_2							0	0	0	1	0		ToÕ KÜ: Tuyªt Dß½ng Dß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4201	99	2200	RideHeader4_3							0	0	0	1	0		ToÕ KÜ: U Quang Dß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4202	99	2200	RideHeader4_5							0	0	0	1	0		ToÕ KÜ: Hoä Di®m Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4203	99	2200	RideHeader4_6							0	0	0	1	0		ToÕ KÜ: Hùng Miêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4204	99	2200	RideHeader4_7							0	0	0	1	0		ToÕ KÜ: Lôi Nhçn Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4205	99	2200	RideHeader4_8							0	0	0	1	0		ToÕ KÜ: Xích M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4206	99	2200	RideHeader4_9							0	0	0	1	0		ToÕ KÜ: Ám M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4207	99	2200	RideHeader4_10							0	0	0	1	0		ToÕ KÜ: TØ M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4208	99	2200	RideHeader5_1							0	0	0	1	0		ToÕ KÜ: Giang Nam Toä Giáp Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4209	99	2200	RideHeader5_2							0	0	0	1	0		ToÕ KÜ: ÐÕi MÕc Kim Qua Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4210	99	2200	RideHeader5_12							0	0	0	1	0		ToÕ KÜ: Xích Lân BÕch TrÕch. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4211	99	2200	RideHeader5_13							0	0	0	1	0		ToÕ KÜ: Thanh Lân BÕch TrÕch. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4212	99	2200	RideHeader6_14							0	0	0	1	0		ToÕ KÜ: Thiên Hà Linh Thß¾c. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4213	99	2200	RideHeader6_16							0	0	0	1	0		ToÕ KÜ: H¡c Thiên Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4214	99	2200	RideHeader8_8							0	0	0	1	0		ToÕ KÜ: Vân Tiêu Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4215	99	2200	RideHeader9_5							0	0	0	1	0		ToÕ KÜ: Mµng Linh Tiên Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4216	99	2200	RideHeader4_11							0	0	0	1	0		T÷a kÜ: Tuy®t ð¸a. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4217	99	2200	RideHeader9_11							0	0	0	1	0		ToÕ KÜ: Ham Bäo Hùng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4218	99	2200	RideHeader4_12							0	0	0	1	0		T÷a kÜ: Nhiªp Cänh. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4219	99	2200	RideHeader4_12							0	0	0	1	0		T÷a kÜ: Nhiªp Cänh·Ði¬n Tàng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4220	99	2200	RideHeader4_13							0	0	0	1	0		T÷a kÜ: Løc hþp Dß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4221	99	2200	RideHeader4_14							0	0	0	1	0		T÷a kÜ: Ðµ Tình. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4222	99	2200	RideHeader5_13							0	0	0	1	0		T÷a kÜ: Lång Tiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4223	99	2200	CircularTaskTool90_3							0	0	0	1	0		T÷a kÜ: ThuÏ Vân Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4224	99	2200	RideHeader4_15							0	0	0	1	0		T÷a kÜ: H°ng Hùng Vß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +40%.	99	0	1	1							
4225	99	2200	RideHeader1_9							0	0	0	1	0		ToÕ KÜ: Løc Hành Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4226	99	2200	RideHeader1_13							0	0	0	1	0		ToÕ KÜ: H±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4227	99	2200	RideHeader1_1							0	0	0	1	0		ToÕ KÜ: Hoàng Phiêu Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4228	99	2200	RideHeader1_11							0	0	0	1	0		ToÕ KÜ: LÕc Ðà. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4229	99	2200	RideHeader2_2							0	0	0	1	0		ToÕ KÜ: HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4230	99	2200	RideHeader1_16							0	0	0	1	0		ToÕ KÜ: Thanh Phøng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4231	99	2200	RideHeader1_3							0	0	0	1	0		ToÕ KÜ: Mao Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4232	99	2200	RideHeader1_5							0	0	0	1	0		ToÕ KÜ: Lµc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4233	99	2200	RideHeader1_9							0	0	0	1	0		ToÕ KÜ: Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4234	99	2200	RideHeader1_7							0	0	0	1	0		ToÕ KÜ: Khôi Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4235	99	2200	RideHeader1_14							0	0	0	1	0		ToÕ KÜ: BÕch H±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4236	99	2200	RideHeader1_2							0	0	0	1	0		ToÕ KÜ: Thanh BÕch Thông Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4237	99	2200	RideHeader1_12							0	0	0	1	0		ToÕ KÜ: BÕch LÕc Ðà. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4238	99	2200	RideHeader2_1							0	0	0	1	0		ToÕ KÜ: Kim Dñc HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4239	99	2200	RideHeader1_15							0	0	0	1	0		ToÕ KÜ: H°ng BÕch Phøng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4240	99	2200	RideHeader1_4							0	0	0	1	0		ToÕ KÜ: BÕch Mao Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4241	99	2200	RideHeader1_6							0	0	0	1	0		ToÕ KÜ: BÕch Lµc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4242	99	2200	RideHeader1_10							0	0	0	1	0		ToÕ KÜ: BÕch Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4243	99	2200	RideHeader1_8							0	0	0	1	0		ToÕ KÜ: BÕch Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4244	99	2200	RideHeader2_3							0	0	0	1	0		ToÕ KÜ: Sß TØ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4245	99	2200	RideHeader2_4							0	0	0	1	0		ToÕ KÜ: BÕch Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4246	99	2200	RideHeader2_6							0	0	0	1	0		T÷a kÜ: Tßþng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4247	99	2200	RideHeader2_15							0	0	0	1	0		ToÕ KÜ: Tê Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4248	99	2200	RideHeader2_12							0	0	0	1	0		ToÕ KÜ: Huy«n Quân. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4249	99	2200	RideHeader2_10							0	0	0	1	0		ToÕ KÜ: Løc Ngô. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4250	99	2200	RideHeader2_13							0	0	0	1	0		ToÕ KÜ: Mµc Ngßu Lßu Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4251	99	2200	RideHeader2_9							0	0	0	1	0		ToÕ KÜ: Hùng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4252	99	2200	RideHeader2_14							0	0	0	1	0		ToÕ KÜ: Phù Vån KÜ Sî. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4253	99	2200	RideHeader2_11							0	0	0	1	0		ToÕ KÜ: Ðà Ði¬u. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4254	99	2200	Ride2_15							0	0	0	1	0		ToÕ KÜ: Hà Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4255	99	2200	Ride2_11							0	0	0	1	0		ToÕ KÜ: Mã Xa. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4256	99	2200	Ride2_13							0	0	0	1	0		ToÕ KÜ: Thiên Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4257	99	2200	Ride2_9							0	0	0	1	0		ToÕ KÜ: Th¯ TØ. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4258	99	2200	Ride2_14							0	0	0	1	0		ToÕ KÜ: Vû Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4259	99	2200	Ride2_10							0	0	0	1	0		ToÕ KÜ: Thu¥n Lµc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4260	99	2200	RideHeader2_6							0	0	0	1	0		T÷a kÜ: Tßþng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4261	99	2200	RideHeader1_3							0	0	0	1	0		ToÕ KÜ: Mao Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4262	99	2200	RideHeader2_12							0	0	0	1	0		ToÕ KÜ: Huy«n Quân. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4263	99	2200	RideHeader2_10							0	0	0	1	0		ToÕ KÜ: Løc Ngô. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4264	99	2200	RideHeader2_13							0	0	0	1	0		ToÕ KÜ: Mµc Ngßu Lßu Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4265	99	2200	RideHeader2_14							0	0	0	1	0		ToÕ KÜ: Phù Vån KÜ Sî. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4266	99	2200	RideHeader2_11							0	0	0	1	0		ToÕ KÜ: Ðà Ði¬u. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4267	99	2200	Ride2_12							0	0	0	1	0		T÷a kÜ: Tuyªt Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4268	99	2200	RideHeader2_7							0	0	0	1	0		T÷a kÜ: R°ng bay. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4269	99	2200	RideHeader2_16							0	0	0	1	0		T÷a kÜ: Ngß¶i kh±ng l°. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4270	99	2200	Ride2_3							0	0	0	1	0		ToÕ KÜ: Tuyªt Khiªu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4271	99	2200	Ride2_4							0	0	0	1	0		ToÕ KÜ: TØ Ði®n. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4272	99	2200	Ride2_16							0	0	0	1	0		T÷a kÜ: Minh Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4273	99	2200	RideHeader2_8							0	0	0	1	0		ToÕ KÜ: Nhß Ý Hùng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4274	99	2200	Ride2_5							0	0	0	1	0		ToÕ KÜ: Bích ThuÖ Kim Tinh Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4275	99	2200	Ride2_6							0	0	0	1	0		ToÕ KÜ: Niên Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4276	99	2200	Ride2_7							0	0	0	1	0		ToÕ KÜ: Hoa Xa. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4277	99	2200	Ride2_8							0	0	0	1	0		ToÕ KÜ: Hoàn Chuy¬n Mµc Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4278	99	2200	RideHeader3_1							0	0	0	1	0		ToÕ KÜ: BÕch Vân. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4279	99	2200	RideHeader3_2							0	0	0	1	0		ToÕ KÜ: H¡c Th±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4280	99	2200	RideHeader3_3							0	0	0	1	0		ToÕ KÜ: Cñ Viên. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4281	99	2200	RideHeader3_5							0	0	0	1	0		ToÕ KÜ: Lßu Li Phøng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4282	99	2200	RideHeader3_8							0	0	0	1	0		ToÕ KÜ: Ngân Nguy®t Lang. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4283	99	2200	RideHeader3_12							0	0	0	1	0		ToÕ KÜ: Li®t Di®m Sß. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4284	99	2200	RideHeader3_7							0	0	0	1	0		ToÕ KÜ: Nhß Ý H±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4285	99	2200	RideHeader3_10							0	0	0	1	0		ToÕ KÜ: Long Huyªt Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4286	99	2200	RideHeader3_4							0	0	0	1	0		ToÕ KÜ: Vø Änh Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4287	99	2200	RideHeader3_6							0	0	0	1	0		ToÕ KÜ: ThuÜ Liên HÕc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4288	99	2200	RideHeader3_9							0	0	0	1	0		ToÕ KÜ: Th¤t Thái Lµc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4289	99	2200	RideHeader3_11							0	0	0	1	0		ToÕ KÜ: Thanh Mao Ngßu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4290	99	2200	RideHeader3_13							0	0	0	1	0		Sí Bàng: Hoan Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4291	99	2200	RideHeader3_14							0	0	0	1	0		ToÕ KÜ: Thi¬m Ði®n Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4292	99	2200	RideHeader3_15							0	0	0	1	0		ToÕ KÜ: Ði®p Vû. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4293	99	2200	RideHeader2_10							0	0	0	1	0		ToÕ KÜ: Løc Ngô. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4294	99	2200	RideHeader3_16							0	0	0	1	0		ToÕ KÜ: Ba Thiên H±. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4295	99	2200	RideHeader4_4							0	0	0	1	0		ToÕ KÜ: Phi Long . Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4296	99	2200	RideHeader4_1							0	0	0	1	0		ToÕ KÜ: Dß½ng Dß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4297	99	2200	RideHeader4_2							0	0	0	1	0		ToÕ KÜ: Tuyªt Dß½ng Dß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4298	99	2200	RideHeader4_3							0	0	0	1	0		ToÕ KÜ: U Quang Dß½ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4299	99	2200	RideHeader4_5							0	0	0	1	0		ToÕ KÜ: Hoä Di®m Ðiêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4300	99	2200	RideHeader4_6							0	0	0	1	0		ToÕ KÜ: Hùng Miêu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4301	99	2200	RideHeader4_7							0	0	0	1	0		ToÕ KÜ: Lôi Nhçn Thú. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4302	99	2200	RideHeader4_8							0	0	0	1	0		ToÕ KÜ: Xích M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4303	99	2200	RideHeader4_9							0	0	0	1	0		ToÕ KÜ: Ám M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4304	99	2200	RideHeader4_10							0	0	0	1	0		ToÕ KÜ: TØ M¸ ¿ng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4305	99	2200	RideHeader5_1							0	0	0	1	0		ToÕ KÜ: Giang Nam Toä Giáp Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4306	99	2200	RideHeader5_2							0	0	0	1	0		ToÕ KÜ: ÐÕi MÕc Kim Qua Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4307	99	2200	RideHeader5_12							0	0	0	1	0		ToÕ KÜ: Xích Lân BÕch TrÕch. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4308	99	2200	RideHeader5_13							0	0	0	1	0		ToÕ KÜ: Thanh Lân BÕch TrÕch. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4309	99	2200	RideHeader6_14							0	0	0	1	0		ToÕ KÜ: Thiên Hà Linh Thß¾c. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4310	99	2200	RideHeader6_16							0	0	0	1	0		ToÕ KÜ: H¡c Thiên Mã. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4311	99	2200	RideHeader8_8							0	0	0	1	0		ToÕ KÜ: Vân Tiêu Vû Dñc. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4312	99	2200	RideHeader9_5							0	0	0	1	0		ToÕ KÜ: Mµng Linh Tiên Câu. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4313	99	2200	RideHeader4_11							0	0	0	1	0		T÷a kÜ: Tuy®t ð¸a. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4314	99	2200	RideHeader9_11							0	0	0	1	0		ToÕ KÜ: Ham Bäo Hùng. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
4315	99	2200	RideHeader4_12							0	0	0	1	0		T÷a kÜ: Nhiªp Cänh. Nhçm Dî kích hoÕt Ðích t÷a kÜ Trung cao nh¤t di ðµng t¯c ðµ +70%.	99	0	1	1							
