INT	INT	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT
1154	4	0405-1000	0405-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1155	4	0406-1000	0406-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1156	4	0419-1000	0419-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1157	4	0420-1000	0420-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1158	4	0503-1000	0503-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1159	4	0504-1000	0504-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1160	4	0517-1000	0517-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1161	4	0518-1000	0518-2200	0	0	冠绝师门·举贤	各门派举荐人		Huodong_14_13	    #Y冠绝师门·举贤#W活动即将开启。所有等级达#G60#W级的侠士，若意属大弟子之位，请于活动周的#G周五18:00#W至#G24:00#W前往本派#R举荐人#W处报名参与，并召同门使用#Y举贤重笔#W签下#Y录英集#W以示拥护。活动周的#G周六10:00#W至#G22:00#W将开启投票，投票排名第#G1#W位者，可荣登#G大弟子之位#W。仅#G同门派#W、#G60#W级以上的少侠才能进行投票，投票可获得经验奖励。	0	在门派#R举荐人#W处参与	60
1162	2	4-1500	4-1700	0	0	四方承镖	大理雷贺（211，202）		Huodong_14_16	    镖行货单激增，人手短缺！故有偿请等级达#G40#W级及以上的侠士，前往在#G大理#{_INFOAIM211,202,2,雷贺}#R雷贺#W处承镖运送，解燃眉之急。可承镖车共有三种：#Y繁物舆#W、#Y绸锦舆#W及#Y珍宝舆#W。所承运镖车等级越高，走镖成功后所获#G交子奖励#W越佳！各位侠士需注意，走镖途中，或有被江湖侠客劫镖危险，若#G劫镖成功#W，#R劫镖侠客#W可获#Y专属掉落包#W，打开后可获#G交子#W。因而各位走镖侠士，请务必打起十二分精神，护镖车平安抵达终点。#r    需注意：全天承镖次数共享。	0	在#G大理#{_INFOAIM211,202,2,雷贺}#R雷贺#W处参与走镖	40
1163	2	4-2000	4-2200	0	0	四方承镖	大理雷贺（211，202）		Huodong_14_16	    镖行货单激增，人手短缺！故有偿请等级达#G40#W级及以上的侠士，前往在#G大理#{_INFOAIM211,202,2,雷贺}#R雷贺#W处承镖运送，解燃眉之急。可承镖车共有三种：#Y繁物舆#W、#Y绸锦舆#W及#Y珍宝舆#W。所承运镖车等级越高，走镖成功后所获#G交子奖励#W越佳！各位侠士需注意，走镖途中，或有被江湖侠客劫镖危险，若#G劫镖成功#W，#R劫镖侠客#W可获#Y专属掉落包#W，打开后可获#G交子#W。因而各位走镖侠士，请务必打起十二分精神，护镖车平安抵达终点。#r    需注意：全天承镖次数共享。	0	在#G大理#{_INFOAIM211,202,2,雷贺}#R雷贺#W处参与走镖	40
1165	2	3-1900	3-2400	0	0	新杀星-苍山破煞	大理枯荣大师（130，76）		Huodong_15_1	    #R枯荣大师#W为度化杀星，设下锁星绝阵将宋姜与其兄弟囚于苍山之上。谁料杀星煞气与寒气相合，功力更甚从前，如今阵法将破，一旦杀星入世，必将天下大乱！少侠请前往#G大理#{_INFOAIM130,76,2,枯荣大师}#R枯荣大师#W处助其击败杀星，化解恶念，就此了结因果前缘。	0	在#G大理#{_INFOAIM130,76,2,枯荣大师}#R枯荣大师#W处参与新杀星-苍山破煞	60
1166	2	6-1900	6-2400	0	0	新杀星-苍山破煞	大理枯荣大师（130，76）		Huodong_15_1	    #R枯荣大师#W为度化杀星，设下锁星绝阵将宋姜与其兄弟囚于苍山之上。谁料杀星煞气与寒气相合，功力更甚从前，如今阵法将破，一旦杀星入世，必将天下大乱！少侠请前往#G大理#{_INFOAIM130,76,2,枯荣大师}#R枯荣大师#W处助其击败杀星，化解恶念，就此了结因果前缘。	0	在#G大理#{_INFOAIM130,76,2,枯荣大师}#R枯荣大师#W处参与新杀星-苍山破煞	60
1168	4	0815-0000	0821-2359	0	0	争霸赛战队报名	洛阳梁超武、苏州梁超文、大理梁超杰		Huodong_6_14	    所有等级达到#G90#W级的侠士，可在#G洛阳#{_INFOAIM152,99,0,梁超武}#R梁超武#W、#G苏州#{_INFOAIM179,148,1,梁超文}#R梁超文#W、#G大理#{_INFOAIM84,220,2,梁超杰}#R梁超杰#W处了解并参与争霸赛报名。	0		90
1169	4	0822-0000	0829-2359	0	0	争霸赛预选赛	洛阳梁超武、苏州梁超文、大理梁超杰		Huodong_6_14	    所有成功组建战队，且战队人数达到#G6人#W的玩家，可在#Y预选赛#W期间在#G洛阳#{_INFOAIM152,99,0,梁超武}#R梁超武#W、#G苏州#{_INFOAIM179,148,1,梁超文}#R梁超文#W、#G大理#{_INFOAIM84,220,2,梁超杰}#R梁超杰#W处参与#Y预选赛#W，竞争#G本服8强#W席位！	0		90
1170	4	0902-0000	0905-2359	0	0	争霸赛晋级赛	洛阳梁超武、苏州梁超文、大理梁超杰		Huodong_6_14	    所有成功晋级#G本服8强#W的侠士，可在#G晋级赛#W期间在#G洛阳#{_INFOAIM152,99,0,梁超武}#R梁超武#W、#G苏州#{_INFOAIM179,148,1,梁超文}#R梁超文#W、#G大理#{_INFOAIM84,220,2,梁超杰}#R梁超杰#W处参与#G晋级赛#W，竞争#G全服32强#W席位！	0		90
1171	4	0909-0000	1020-2359	0	0	争霸赛总决赛	洛阳梁超武、苏州梁超文、大理梁超杰		Huodong_6_14	    #Y2024年争霸赛总决赛#W巅峰对决，究竟谁为犀利王者！#r    详细赛况请关注官网活动页面。	0		90
1179	2	0-2000	0-2200	0	0	富甲天下	大理杨辰予（189，135）		CircularTaskTool10_15	    #G每周日20时#W至#G22时#W期间，等级达到#G40#W级的玩家每#G周日#W可前往#G大理#{_INFOAIM189,135,2,杨辰予}#R杨辰予#W、#G洛阳#{_INFOAIM149,145,0,程苍柏}#R程苍柏#W、#G苏州#{_INFOAIM177,150,1,谢云亭}#R谢云亭#W处接取#Y富甲天下任务#W。#r    领取#Y富甲天下任务#W后，前往世界各地富甲天下商人处买卖商品，赚取利润。	0	在#G大理#{_INFOAIM189,135,2,杨辰予}#R杨辰予#W、#G洛阳#{_INFOAIM149,145,0,程苍柏}#R程苍柏#W、#G苏州#{_INFOAIM177,150,1,谢云亭}#R谢云亭#W处参与#Y富甲天下任务#W。	40
1185	2	0-1500	0-1600	0	0	天鉴争锋	白溪湖（109，108）青鸢、蜀南竹海（78，108）青鸢、西凉枫林（91，59）青鸢		Huodong_15_9	    #G所有等级达#G85#W级的侠士，可于#G每周日下午15时#W或#G晚21时#W通过#G白溪湖#{_INFOAIM109,108,613,-1}#W、#G蜀南竹海#{_INFOAIM78,108,614,-1}#W、#G西凉枫林#{_INFOAIM91,59,615,-1}#W组队前往#G长春谷·不老殿#W（跨服场景），每日只能选择#G一个时间段#W参与活动。#G长春谷·不老殿#W内有#Y非命#W、#Y非攻#W、#Y非乐#W三种怪物和#Y上生台#W、#Y延寿台#W两种机关台。击败怪物有概率获得#Y蕴灵木#W，用于兑换#Y超级长春玉#W、#Y高级长春玉#W、#Y天阶漱玉泉#W、#Y地阶漱玉泉#W、#Y天阶解绑令#W、#Y地阶解绑令#W等奖励。或可启动机关台，击败机关台所藏boss有概率获得#G更加珍稀的奖励#W。	0		85
1186	2	0-2100	0-2200	0	0	天鉴争锋	白溪湖（109，108）青鸢、蜀南竹海（78，108）青鸢、西凉枫林（91，59）青鸢		Huodong_15_9	    #G所有等级达#G85#W级的侠士，可于#G每周日下午15时#W或#G晚21时#W通过#G白溪湖#{_INFOAIM109,108,613,-1}#W、#G蜀南竹海#{_INFOAIM78,108,614,-1}#W、#G西凉枫林#{_INFOAIM91,59,615,-1}#W组队前往#G长春谷·不老殿#W（跨服场景），每日只能选择#G一个时间段#W参与活动。#G长春谷·不老殿#W内有#Y非命#W、#Y非攻#W、#Y非乐#W三种怪物和#Y上生台#W、#Y延寿台#W两种机关台。击败怪物有概率获得#Y蕴灵木#W，用于兑换#Y超级长春玉#W、#Y高级长春玉#W、#Y天阶漱玉泉#W、#Y地阶漱玉泉#W、#Y天阶解绑令#W、#Y地阶解绑令#W等奖励。或可启动机关台，击败机关台所藏boss有概率获得#G更加珍稀的奖励#W。	0		85
1187	2	3-1500	3-1600	0	0	兽魂之乱	玄武岛、玄武岛·镜		PetSoulEquip2_11	    巫术又起，大量兽魂再次失控！#G玄武岛#W与#G玄武岛·镜#W即将遍布兽魂的心魔。#r    #G玄武岛#W会在随机位置出现#R荒兽兽魂心魔#W和#R灵兽兽魂心魔#W，少侠可击败它们以获取#Y荒兽魂玉#W和#Y灵兽魂玉#W。#G玄武岛·镜#W会在随机位置出现#R神兽兽魂心魔#W和#R荒兽兽魂心魔#W，玩家可击败它们以获取#Y神兽魂玉#W和#Y荒兽魂玉#W。#r    每日击败#R兽魂心魔#W可获得的奖励次数有上限。	1	在#G玄武岛#W、#G玄武岛·镜#W平息#Y兽魂之乱#W	85
1188	2	3-2100	3-2200	0	0	兽魂之乱	玄武岛、玄武岛·镜		PetSoulEquip2_8	    巫术又起，大量兽魂再次失控！#G玄武岛#W与#G玄武岛·镜#W即将遍布兽魂的心魔。#r    #G玄武岛#W会在随机位置出现#R荒兽兽魂心魔#W和#R灵兽兽魂心魔#W，少侠可击败它们以获取#Y荒兽魂玉#W和#Y灵兽魂玉#W。#G玄武岛·镜#W会在随机位置出现#R神兽兽魂心魔#W和#R荒兽兽魂心魔#W，玩家可击败它们以获取#Y神兽魂玉#W和#Y荒兽魂玉#W。#r    每日击败#R兽魂心魔#W可获得的奖励次数有上限。	1	在#G玄武岛#W、#G玄武岛·镜#W平息#Y兽魂之乱#W	85
1189	2	5-1500	5-1600	0	0	兽魂之乱	玄武岛、玄武岛·镜		PetSoulEquip2_11	    巫术又起，大量兽魂再次失控！#G玄武岛#W与#G玄武岛·镜#W即将遍布兽魂的心魔。#r    #G玄武岛#W会在随机位置出现#R荒兽兽魂心魔#W和#R灵兽兽魂心魔#W，少侠可击败它们以获取#Y荒兽魂玉#W和#Y灵兽魂玉#W。#G玄武岛·镜#W会在随机位置出现#R神兽兽魂心魔#W和#R荒兽兽魂心魔#W，玩家可击败它们以获取#Y神兽魂玉#W和#Y荒兽魂玉#W。#r    每日击败#R兽魂心魔#W可获得的奖励次数有上限。	1	在#G玄武岛#W、#G玄武岛·镜#W平息#Y兽魂之乱#W	85
1190	2	5-2100	5-2200	0	0	兽魂之乱	玄武岛、玄武岛·镜		PetSoulEquip2_8	    巫术又起，大量兽魂再次失控！#G玄武岛#W与#G玄武岛·镜#W即将遍布兽魂的心魔。#r    #G玄武岛#W会在随机位置出现#R荒兽兽魂心魔#W和#R灵兽兽魂心魔#W，少侠可击败它们以获取#Y荒兽魂玉#W和#Y灵兽魂玉#W。#G玄武岛·镜#W会在随机位置出现#R神兽兽魂心魔#W和#R荒兽兽魂心魔#W，玩家可击败它们以获取#Y神兽魂玉#W和#Y荒兽魂玉#W。#r    每日击败#R兽魂心魔#W可获得的奖励次数有上限。	1	在#G玄武岛#W、#G玄武岛·镜#W平息#Y兽魂之乱#W	85
1191	2	0-1500	0-1600	0	0	兽魂之乱	玄武岛、玄武岛·镜		PetSoulEquip2_11	    巫术又起，大量兽魂再次失控！#G玄武岛#W与#G玄武岛·镜#W即将遍布兽魂的心魔。#r    #G玄武岛#W会在随机位置出现#R荒兽兽魂心魔#W和#R灵兽兽魂心魔#W，少侠可击败它们以获取#Y荒兽魂玉#W和#Y灵兽魂玉#W。#G玄武岛·镜#W会在随机位置出现#R神兽兽魂心魔#W和#R荒兽兽魂心魔#W，玩家可击败它们以获取#Y神兽魂玉#W和#Y荒兽魂玉#W。#r    每日击败#R兽魂心魔#W可获得的奖励次数有上限。	1	在#G玄武岛#W、#G玄武岛·镜#W平息#Y兽魂之乱#W	85
1192	2	0-2100	0-2200	0	0	兽魂之乱	玄武岛、玄武岛·镜		PetSoulEquip2_8	    巫术又起，大量兽魂再次失控！#G玄武岛#W与#G玄武岛·镜#W即将遍布兽魂的心魔。#r    #G玄武岛#W会在随机位置出现#R荒兽兽魂心魔#W和#R灵兽兽魂心魔#W，少侠可击败它们以获取#Y荒兽魂玉#W和#Y灵兽魂玉#W。#G玄武岛·镜#W会在随机位置出现#R神兽兽魂心魔#W和#R荒兽兽魂心魔#W，玩家可击败它们以获取#Y神兽魂玉#W和#Y荒兽魂玉#W。#r    每日击败#R兽魂心魔#W可获得的奖励次数有上限。	1	在#G玄武岛#W、#G玄武岛·镜#W平息#Y兽魂之乱#W	85
1196	2	6-2100	6-2130	0	0	访谷寻玉	白溪湖青鸢、蜀南竹海青鸢、西凉枫林青鸢		Huodong_15_7	    神功既随逍遥去，寒谷之下自逢春。所有等级达到#G85#W级的侠士，可在#G白溪湖#W、#G蜀南竹海#W、#G西凉枫林#W参与活动，或通过其内的#R青鸢#W（#G白溪湖#{_INFOAIM109,108,613,青鸢}#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#W）进入#G长春谷·横崖#W或通过#G长春谷·横崖#W进入#G长春谷·乌衣巷#W参与活动寻找#Y寻玉方枢#W，其中#R高级寻玉方枢#W生成处有金色能量汇聚。若想取得方枢内所藏玉石，需先击败周围负责防守的#R甲卫#W。	1	在#G白溪湖#{_INFOAIM47,102,613,青鸢}#R青鸢#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#R青鸢#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#R青鸢#W处传送至长春谷·横崖	85
1199	2	6-1500	6-1530	0	0	访谷寻玉	白溪湖青鸢、蜀南竹海青鸢、西凉枫林青鸢		Huodong_15_7	    神功既随逍遥去，寒谷之下自逢春。所有等级达到#G85#W级的侠士，可在#G白溪湖#W、#G蜀南竹海#W、#G西凉枫林#W参与活动，或通过其内的#R青鸢#W（#G白溪湖#{_INFOAIM109,108,613,青鸢}#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#W）进入#G长春谷·横崖#W或通过#G长春谷·横崖#W进入#G长春谷·乌衣巷#W参与活动寻找#Y寻玉方枢#W，其中#R高级寻玉方枢#W生成处有金色能量汇聚。若想取得方枢内所藏玉石，需先击败周围负责防守的#R甲卫#W。	1	在#G白溪湖#{_INFOAIM47,102,613,青鸢}#R青鸢#W、#G蜀南竹海#{_INFOAIM78,108,614,青鸢}#R青鸢#W、#G西凉枫林#{_INFOAIM91,59,615,青鸢}#R青鸢#W处传送至长春谷·横崖	85
