INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30110218	3	1	10	218	Tattoo_12	Mû ğ¸nh lñc Ğiêu Vån C¤p 8	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Ğ¸nh lñc +210#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	8	0	2005	-1	1
30110219	3	1	10	219	Tattoo_12	Mû ğ¸nh lñc Ğiêu Vån C¤p 9	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Ğ¸nh lñc +240#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	9	0	2005	-1	1
30110220	3	1	10	220	Tattoo_13	Mû ğ¸nh lñc Ğiêu Vån C¤p 10	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Ğ¸nh lñc +280#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	10	0	2005	-1	1
30110221	3	1	10	221	Tattoo_10	Mû Thân Pháp Ğiêu Vån C¤p 1	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +10	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	1	0	2005	-1	1
30110222	3	1	10	222	Tattoo_10	Mû Thân Pháp Ğiêu Vån C¤p 2	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +20#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	2	0	2005	-1	1
30110223	3	1	10	223	Tattoo_10	Mû Thân Pháp Ğiêu Vån C¤p 3	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +40#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	3	0	2005	-1	1
30110224	3	1	10	224	Tattoo_11	Mû Thân Pháp Ğiêu Vån C¤p 4	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +70#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	4	0	2005	-1	1
30110225	3	1	10	225	Tattoo_11	Mû Thân Pháp Ğiêu Vån C¤p 5	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +110#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	5	0	2005	-1	1
30110226	3	1	10	226	Tattoo_11	Mû Thân Pháp Ğiêu Vån C¤p 6	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +140#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	6	0	2005	-1	1
30110227	3	1	10	227	Tattoo_12	Mû Thân Pháp Ğiêu Vån C¤p 7	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +170#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	7	0	2005	-1	1
30110228	3	1	10	228	Tattoo_12	Mû Thân Pháp Ğiêu Vån C¤p 8	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +210#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	8	0	2005	-1	1
30110229	3	1	10	229	Tattoo_12	Mû Thân Pháp Ğiêu Vån C¤p 9	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +240#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	9	0	2005	-1	1
30110230	3	1	10	230	Tattoo_13	Mû Thân Pháp Ğiêu Vån C¤p 10	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. #r#GmÀu ğö Ğiêu Vån#r#Ykh¡c: Thân pháp +280#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ğiêu Vån Ğö	10	0	2005	-1	1
30110231	3	1	10	231	Tattoo2_12	Mû Bång Kháng Ğiêu Vån C¤p 1	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +3	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	1	0	2005	-1	1
30110232	3	1	10	232	Tattoo2_12	Mû Bång Kháng Ğiêu Vån C¤p 2	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +8#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	2	0	2005	-1	1
30110233	3	1	10	233	Tattoo2_12	Mû Bång Kháng Ğiêu Vån C¤p 3	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +17#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	3	0	2005	-1	1
30110234	3	1	10	234	Tattoo2_13	Mû Bång Kháng Ğiêu Vån C¤p 4	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +35#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	4	0	2005	-1	1
30110235	3	1	10	235	Tattoo2_13	Mû Bång Kháng Ğiêu Vån C¤p 5	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +42#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	5	0	2005	-1	1
30110236	3	1	10	236	Tattoo2_13	Mû Bång Kháng Ğiêu Vån C¤p 6	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +50#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	6	0	2005	-1	1
30110237	3	1	10	237	Tattoo2_14	Mû Bång Kháng Ğiêu Vån C¤p 7	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +60#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	7	0	2005	-1	1
30110238	3	1	10	238	Tattoo2_14	Mû Bång Kháng Ğiêu Vån C¤p 8	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +70#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	8	0	2005	-1	1
30110239	3	1	10	239	Tattoo2_14	Mû Bång Kháng Ğiêu Vån C¤p 9	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +80#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	9	0	2005	-1	1
30110240	3	1	10	240	Tattoo2_15	Mû Bång Kháng Ğiêu Vån C¤p 10	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Bång Kháng +90#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	10	0	2005	-1	1
30110241	3	1	10	241	Tattoo2_12	Mû Hoä Kháng Ğiêu Vån C¤p 1	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +3	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	1	0	2005	-1	1
30110242	3	1	10	242	Tattoo2_12	Mû Hoä Kháng Ğiêu Vån C¤p 2	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +8#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	2	0	2005	-1	1
30110243	3	1	10	243	Tattoo2_12	Mû Hoä Kháng Ğiêu Vån C¤p 3	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +17#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	3	0	2005	-1	1
30110244	3	1	10	244	Tattoo2_13	Mû Hoä Kháng Ğiêu Vån C¤p 4	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +35#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	4	0	2005	-1	1
30110245	3	1	10	245	Tattoo2_13	Mû Hoä Kháng Ğiêu Vån C¤p 5	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +42#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	5	0	2005	-1	1
30110246	3	1	10	246	Tattoo2_13	Mû Hoä Kháng Ğiêu Vån C¤p 6	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +50#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	6	0	2005	-1	1
30110247	3	1	10	247	Tattoo2_14	Mû Hoä Kháng Ğiêu Vån C¤p 7	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +60#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	7	0	2005	-1	1
30110248	3	1	10	248	Tattoo2_14	Mû Hoä Kháng Ğiêu Vån C¤p 8	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +70#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	8	0	2005	-1	1
30110249	3	1	10	249	Tattoo2_14	Mû Hoä Kháng Ğiêu Vån C¤p 9	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +80#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	9	0	2005	-1	1
30110250	3	1	10	250	Tattoo2_15	Mû Hoä Kháng Ğiêu Vån C¤p 10	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Hoä Kháng +90#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	10	0	2005	-1	1
30110251	3	1	10	251	Tattoo2_12	Mû Huy«n Kháng Ğiêu Vån C¤p 1	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Huy«n Kháng +3	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	1	0	2005	-1	1
30110252	3	1	10	252	Tattoo2_12	Mû Huy«n Kháng Ğiêu Vån C¤p 2	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Huy«n Kháng +8#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	2	0	2005	-1	1
30110253	3	1	10	253	Tattoo2_12	Mû Huy«n Kháng Ğiêu Vån C¤p 3	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Huy«n Kháng +17#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	3	0	2005	-1	1
30110254	3	1	10	254	Tattoo2_13	Mû Huy«n Kháng Ğiêu Vån C¤p 4	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Huy«n Kháng +35#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	4	0	2005	-1	1
30110255	3	1	10	255	Tattoo2_13	Mû Huy«n Kháng Ğiêu Vån C¤p 5	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Huy«n Kháng +42#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	5	0	2005	-1	1
30110256	3	1	10	256	Tattoo2_13	Mû Huy«n Kháng Ğiêu Vån C¤p 6	Th¥n bí Ğích Ğiêu Vån, có th¬ kh¡c TÕi mû Thßşng, M²i Ki®n trang b¸ chï có th¬ kh¡c mµt cái Ğiêu Vån. SØ døng Kim T¢m Ti có th¬ tång lên Ğiêu Vån Ğích c¤p b§c. #r#GmÀu xanh biªc Ğiêu Vån#r#Ykh¡c: Huy«n Kháng +50#r#GCai Ğiêu Vån có th¬ TÕi LÕc Dß½ng(220, 170) Trß½ng Giáng Long XØ thông qua Ğiêu Vån hóa giäi biªn thành Kim T¢m Ti.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Màu xanh biªc Ğiêu Vån	6	0	2005	-1	1
