INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING
437	28Thiên bang hµi hÕn mÑc cao nh¤t 5giai ðoÕn	42	97	20241004	20241116	0	#{JZF_240717_44}	set:TimingPlay02 image:TimingPlay_SHXS1	set:TimingPlay02 image:TimingPlay_SHXS2	set:TimingPlay02 image:TimingPlay_SHXS3	#{JZF_240717_19}	#{JZF_240717_20}	-1	
438	35Thiên m· ra 15Cá Ðiêu Vån(tÕm th¶i có Ðiêu Vån toàn bµ khai höa)	7	97	20241011	20241116	1	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	5	#{JZF_240717_35}
439	35Thiên bang hµi hÕn mÑc cao nh¤t 6giai ðoÕn	43	97	20241011	20241116	0	#{JZF_240717_45}	set:TimingPlay02 image:TimingPlay_LHCQ1	set:TimingPlay02 image:TimingPlay_LHCQ2	set:TimingPlay02 image:TimingPlay_LHCQ3	#{JZF_240717_21}	#{JZF_240717_22}	-1	
440	42Thiên Linh Võ	15	97	20241018	20241116	1	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	6	#{JZF_240717_36}
441	42Thiên Phöng C¯c T¥m Ng÷c	16	97	20241018	20241116	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
442	42Thiên Thiên Giám Tranh Phong	17	97	20241018	20241116	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
443	42Thiên bang hµi hÕn mÑc cao nh¤t 7giai ðoÕn	44	97	20241018	20241116	0	#{JZF_240717_46}	set:TimingPlay02 image:TimingPlay_TJSJ1	set:TimingPlay02 image:TimingPlay_TJSJ2	set:TimingPlay02 image:TimingPlay_TJSJ3	#{JZF_240717_23}	#{JZF_240717_24}	-1	
444	49Thiên th¤t tình Nhçn Ðiêu Vån	22	97	20241025	20241116	1	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	7	#{JZF_240717_58}
445	49Thiên bang hµi hÕn mÑc cao nh¤t 8giai ðoÕn	45	97	20241025	20241116	0	#{JZF_240717_56}	set:TimingPlay03 image:TimingPlay_bzqdn	set:TimingPlay03 image:TimingPlay_bzqdh	set:TimingPlay03 image:TimingPlay_bzqdp	#{JZF_240717_52}	#{JZF_240717_53}	-1	
446	56Thiên thân ph§n h® th¯ng	23	97	20241101	20241116	1	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	8	#{JZF_240717_59}
447	56Thiên Long Änh C± Ðáp	21	97	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
448	56Thiên Huy­n Häi Giáng Th¥n	20	97	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
449	56Thiên Y Phøc Ðiêu Vån Tinh Hµi	28	97	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
450	56Thiên bang hµi hÕn mÑc cao nh¤t 9giai ðoÕn	46	97	20241101	20241116	0	#{JZF_240717_57}	set:TimingPlay03 image:TimingPlay_jhmhn	set:TimingPlay03 image:TimingPlay_jhmhh	set:TimingPlay03 image:TimingPlay_jhmhp	#{JZF_240717_54}	#{JZF_240717_55}	-1	
451	63Thiên vû khí Ðiêu Vån Tinh Hµi	27	97	20241108	20241116	1	#{JZF_240717_67}	set:TimingPlay04 image:TimingPlay_YRYY1	set:TimingPlay04 image:TimingPlay_YRYY2	set:TimingPlay04 image:TimingPlay_YRYY3	#{JZF_240717_61}	#{JZF_240717_62}	9	#{JZF_240717_65}
452	70Thiên nhçn Ðiêu Vån Tinh Hµi	29	97	20241115	20241116	1	#{JZF_240717_68}	set:TimingPlay04 image:TimingPlay_CSRH1	set:TimingPlay04 image:TimingPlay_CSRH2	set:TimingPlay04 image:TimingPlay_CSRH3	#{JZF_240717_63}	#{JZF_240717_64}	10	#{JZF_240717_66}
