INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
502	‘i Kh‰o KhuÍ Ngﬂ ThÒc Ph±	30103014	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p ng˚ cØc AphØi phﬂΩng 2	-1	-1
503	XuyÍn Nh¯c Ty ThÒc Ph±	30103015	1	1	6	20102038	3	20102029	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p ng˚ cØc AphØi phﬂΩng 3	-1	-1
504	Uy¨n Tÿ Si ThÒc Ph±	30103016	1	1	6	20102038	3	20102030	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p ng˚ cØc AphØi phﬂΩng 4	-1	-1
505	DiÍm Ti≠n Nh¯c ThÒc Ph±	30103017	1	1	6	20102038	3	20102028	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p ng˚ cØc AphØi phﬂΩng 5	-1	-1
506	Ma L’t ¡p Ch‚m ThÒc Ph±	30103022	1	1	9	20102039	6	20102031	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p T’p Vßt AphØi phﬂΩng 1	-1	-1
507	HﬂΩng CÙ CØt KÍ ThÒc Ph±	30103023	1	1	9	20102039	6	20102032	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p T’p Vßt AphØi phﬂΩng 2	-1	-1
508	PhÔ Th˙y Song –Ùng –´ B‡ng ThÒc Ph±	30103024	1	1	9	20102039	6	20102033	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p T’p Vßt AphØi phﬂΩng 3	-1	-1
509	SΩn TiÍu Chﬂng Ho‰n Ngﬂ ThÒc Ph±	30103025	1	1	9	20102039	6	20102048	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	21	3000	-1	-1	Cao c§p T’p Vßt AphØi phﬂΩng 4	-1	-1
510	H∞ng S°c –∏nh V∏ Ph˘(C§p 1)	30501017	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	H∞ng S°c –∏nh V∏ Ph˘(C§p 1)	-1	-1
511	Lam S°c –∏nh V∏ Ph˘(C§p 1)	30501018	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Lam S°c –∏nh V∏ Ph˘(C§p 1)	-1	-1
512	B’ch S°c –∏nh V∏ Ph˘(C§p 1)	30501019	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	B’ch S°c –∏nh V∏ Ph˘(C§p 1)	-1	-1
513	L¯c S°c –∏nh V∏ Ph˘(C§p 1)	30501020	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	L¯c S°c –∏nh V∏ Ph˘(C§p 1)	-1	-1
514	Ho‡ng S°c –∏nh V∏ Ph˘(C§p 1)	30501021	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Ho‡ng S°c –∏nh V∏ Ph˘(C§p 1)	-1	-1
515	Tÿ S°c –∏nh V∏ Ph˘(C§p 1)	30501022	1	39	1	20502009	5	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Tÿ S°c –∏nh V∏ Ph˘(C§p 1)	-1	-1
516	H∞ng S°c –∏nh V∏ Ph˘(C§p 2)	30501023	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	H∞ng S°c –∏nh V∏ Ph˘(C§p 2)	-1	-1
517	Lam S°c –∏nh V∏ Ph˘(C§p 2)	30501024	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Lam S°c –∏nh V∏ Ph˘(C§p 2)	-1	-1
518	B’ch S°c –∏nh V∏ Ph˘(C§p 2)	30501025	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	B’ch S°c –∏nh V∏ Ph˘(C§p 2)	-1	-1
519	L¯c S°c –∏nh V∏ Ph˘(C§p 2)	30501026	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	L¯c S°c –∏nh V∏ Ph˘(C§p 2)	-1	-1
520	Ho‡ng S°c –∏nh V∏ Ph˘(C§p 2)	30501027	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Ho‡ng S°c –∏nh V∏ Ph˘(C§p 2)	-1	-1
521	Tÿ S°c –∏nh V∏ Ph˘(C§p 2)	30501028	1	39	2	20502009	8	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Tÿ S°c –∏nh V∏ Ph˘(C§p 2)	-1	-1
522	H∞ng S°c –∏nh V∏ Ph˘(C§p 3)	30501029	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	H∞ng S°c –∏nh V∏ Ph˘(C§p 3)	-1	-1
523	Lam S°c –∏nh V∏ Ph˘(C§p 3)	30501030	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Lam S°c –∏nh V∏ Ph˘(C§p 3)	-1	-1
524	B’ch S°c –∏nh V∏ Ph˘(C§p 3)	30501031	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	B’ch S°c –∏nh V∏ Ph˘(C§p 3)	-1	-1
525	L¯c S°c –∏nh V∏ Ph˘(C§p 3)	30501032	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	L¯c S°c –∏nh V∏ Ph˘(C§p 3)	-1	-1
526	Ho‡ng S°c –∏nh V∏ Ph˘(C§p 3)	30501033	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Ho‡ng S°c –∏nh V∏ Ph˘(C§p 3)	-1	-1
527	Tÿ S°c –∏nh V∏ Ph˘(C§p 3)	30501034	1	39	3	20502009	10	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	18	10000	-1	-1	Tÿ S°c –∏nh V∏ Ph˘(C§p 3)	-1	-1
528	H‡n Tuy´n CΩ Thu÷ phØi phﬂΩng	30005045	1	2	1	20502011	5	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	1	14	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
529	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
530	TiÍn LÊ TÏnh DuyÍn ∞ tﬂ∂ng	10124071	1	5	3	20103105	1	20103114	11	20103117	2	20308073	1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
531	Ho‡ng kim chi™n gi·p ∞ tﬂ∂ng	10124088	1	5	3	20103105	1	20103114	50	20103117	10	20308073	1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	700960	-1	-1	-1	-1
532	Cﬂﬁi ngÒa: BÌch Th¸y Kim TÏnh Th˙	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	Cﬂﬁi ngÒa: BÌch Th¸y Kim TÏnh Th˙	-1	-1
533	L’c Huy´n –an PhØi PhﬂΩng	30203037	1	18	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
534	To·i Huy´n –an PhØi PhﬂΩng	30203038	1	18	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
535	ThØi Th•n Hˆa PhØi PhﬂΩng	30203039	1	12	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
536	DiÆt ThiÍn Hˆa PhØi PhﬂΩng	30203040	1	12	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
537	PhÆ T‚m –µc PhØi PhﬂΩng	30203041	1	16	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
538	Ph¯ CØt –µc PhØi PhﬂΩng	30203042	1	16	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
539	BÂng Huy´n Tinh PhØi PhﬂΩng	30203043	1	14	4	20108160	3	20502009	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
540	SﬂΩng NguyÆt Tinh PhØi PhﬂΩng	30203044	1	14	6	20108162	3	20502009	5	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	Ng„ –i´n Li≠u	-1	-1
541	TiÍn thußt: Hoan V˚	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	TiÍn thußt: Hoan V˚	-1	-1
542	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
543	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
544	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
545	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
546	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
547	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
548	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
549	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
550	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
551	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
552	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
553	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
554	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
555	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
556	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
557	Chﬂa d˘ng	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
558	ThÒc Ph¶m SΩ C§p	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	22	1500	700901	-1	Tﬂæng 10–i´u SΩ C§p lo’i c·, Nh¯c Lo’i, Nhﬂ: #GTH‰o Ngﬂ, T—c Ngﬂ, LiÍn Ngﬂ, Thanh Ngﬂ, Ti≠n Ngﬂ, LÙ Ngﬂ, T‚n TiÍn Nh¯c, T™ Nµn Nh¯c, Ti´n Trÿu Nh¯c#Wgia cÙng tr∑ th‡nh#GSΩ C§p ThÒc T‡i#W. #r#c54FF00(khÙng c•n thi™t Hao s—c sØng)	-1	-1
559	ThÒc Ph¶m Trung C§p	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	22	1500	700901	-1	Tﬂæng 10–i´u Trung C§p lo’i c·, Nh¯c Lo’i, Nhﬂ: #GBÃnh Ngﬂ, ThiÆn Ngﬂ, H°c Ngﬂ, Bi¨n –•u Ngﬂ, Du LÒc Ngﬂ, Thu –ao Ngﬂ, Hßu Trÿu Nh¯c, Ti´n Tho·i Nh¯c, Hßu Tho·i Nh¯c#Wgia cÙng tr∑ th‡nh#GTrung C§p ThÒc T‡i#W. #r#c54FF00(khÙng c•n thi™t Hao s—c sØng)	-1	-1
560	ThÒc Ph¶m Cao C§p	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	22	1500	700901	-1	Tﬂæng 10–i´u cao c§p lo’i c·, Nh¯c Lo’i, Nhﬂ: #G–Üu Ngﬂ, XﬂΩng Ngﬂ, Ng‚n Ngﬂ, QuÍ Ngﬂ, Thoa Ngﬂ, Quang BØi Ngﬂ, C‚u Ngﬂ, B‡i Kœ Ngﬂ, Tr°c C± Nh¯c, L˝ TÌch Nh¯c, B’ch –i´u Nh¯c, PhÏ Nh¯c –∆ng#Wgia cÙng tr∑ th‡nh#GCao C§p ThÒc T‡i#W. #r#c54FF00(khÙng c•n thi™t Hao s—c sØng)	-1	-1
561	K‹ thußt : Sﬂ tÿ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	K‹ thußt : Sﬂ tÿ	-1	-1
562	K‹ thußt: B’ch sﬂ	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	K‹ thußt: B’ch sﬂ	-1	-1
563	MÙn Ph·i TriÆu Tßp LÆnh	30501002	20	39	2	20502009	20	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	2	-1	-1	-1	-1	0	1	18	10000	-1	-1	MÙn Ph·i TriÆu Tßp LÆnh	-1	-1
564	C˙c BÏ M’o –∞ Tﬂ∂ng	10210022	1	5	1	20105001	28	20103073	12	20103100	24	20308061	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
565	X‡ BÏ M’o –∞ Tﬂ∂ng	10210024	1	5	1	20105002	32	20103074	16	20103100	27	20308062	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
566	C¶m Thÿ M’o –∞ Tﬂ∂ng	10210026	1	5	2	20105003	36	20103075	20	20103100	33	20308063	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
567	Linh Ly M’o –∞ Tﬂ∂ng	10210028	1	5	3	20105004	40	20103076	24	20103101	36	20308064	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
568	BÌch NguyÆt M’o –∞ Tﬂ∂ng	10210030	1	5	4	20105005	44	20103077	28	20103101	39	20308065	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
569	Qu·i ThiÍn M’o –∞ Tﬂ∂ng	10210032	1	5	5	20105006	48	20103078	32	20103101	45	20308066	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
570	XÌch DiÍu M’o –∞ Tﬂ∂ng	10210034	1	5	6	20105007	52	20103079	36	20103102	64	20308067	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
571	Cÿu TiÍu M„o –∞ Tﬂ∂ng	10210036	1	5	7	20105008	56	20103080	40	20103102	68	20308068	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
572	Huy´n Ph·ch V˚ M’o –∞ Tﬂ∂ng	10210038	1	5	8	20105009	60	20103081	44	20103102	76	20308069	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
573	PhÆ L‚n Qu·i Qu·n –∞ Tﬂ∂ng	10210040	1	5	9	20105010	64	20103082	48	20103102	80	20308070	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
574	C˙c BÏ L˝ –∞ Tﬂ∂ng	10211022	1	5	1	20105001	28	20103073	12	20103100	24	20308091	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
575	X‡ BÏ L˝ –∞ Tﬂ∂ng	10211024	1	5	1	20105002	32	20103074	16	20103100	27	20308092	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
576	C¶m Thÿ L˝ –∞ Tﬂ∂ng	10211026	1	5	2	20105003	36	20103075	20	20103100	33	20308093	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
577	–∏a T∏ch L˝ –∞ Tﬂ∂ng	10211028	1	5	3	20105004	40	20103076	24	20103101	36	20308094	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
578	BÌch NguyÆt L˝ –∞ Tﬂ∂ng	10211030	1	5	4	20105005	44	20103077	28	20103101	39	20308095	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
579	Qu·i ThiÍn L˝ –∞ Tﬂ∂ng	10211032	1	5	5	20105006	48	20103078	32	20103101	45	20308096	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
580	XÌch DiÍu L˝ –∞ Tﬂ∂ng	10211034	1	5	6	20105007	52	20103079	36	20103102	64	20308097	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
581	Cÿu TiÍu L˝ –∞ Tﬂ∂ng	10211036	1	5	7	20105008	56	20103080	40	20103102	68	20308098	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
582	Huy´n Ph·ch TiÍn L˝ –∞ Tﬂ∂ng	10211038	1	5	8	20105009	60	20103081	44	20103102	76	20308099	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
583	PhÆ L‚n Qu·i L˝ –∞ Tﬂ∂ng	10211040	1	5	9	20105010	64	20103082	48	20103102	80	20308100	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
584	C˙c BÏ Hµ Th¸ –∞ Tﬂ∂ng	10212022	1	5	1	20105001	28	20103073	12	20103100	24	20308081	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
585	X‡ BÏ Hµ Th¸ –∞ Tﬂ∂ng	10212024	1	5	1	20105002	32	20103074	16	20103100	27	20308082	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
586	C¶m Thÿ Hµ Th¸ –∞ Tﬂ∂ng	10212026	1	5	2	20105003	36	20103075	20	20103100	33	20308083	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
587	–∏a T∏ch Hµ Th¸ –∞ Tﬂ∂ng	10212028	1	5	3	20105004	40	20103076	24	20103101	36	20308084	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
588	BÌch NguyÆt Hµ Th¸ –∞ Tﬂ∂ng	10212030	1	5	4	20105005	44	20103077	28	20103101	39	20308085	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
589	Qu·i ThiÍn Hµ Th¸ –∞ Tﬂ∂ng	10212032	1	5	5	20105006	48	20103078	32	20103101	45	20308086	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
590	XÌch DiÍu Hµ Th¸ –∞ Tﬂ∂ng	10212034	1	5	6	20105007	52	20103079	36	20103102	64	20308087	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
591	Cÿu TiÍu Hµ Th¸ –∞ Tﬂ∂ng	10212036	1	5	7	20105008	56	20103080	40	20103102	68	20308088	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
592	Huy´n Ph·ch L‚n Th¸ –∞ Tﬂ∂ng	10212038	1	5	8	20105009	60	20103081	44	20103102	76	20308089	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
593	PhÆ L‚n Huy´n Th¸ –∞ Tﬂ∂ng	10212040	1	5	9	20105010	64	20103082	48	20103102	80	20308090	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
594	C˙c BÏ C•u –∞ Tﬂ∂ng	10213022	1	5	1	20105001	28	20103073	12	20103100	24	20308071	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
595	X‡ BÏ C•u –∞ Tﬂ∂ng	10213024	1	5	1	20105002	32	20103074	16	20103100	27	20308072	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
596	C¶m Thÿ C•u –∞ Tﬂ∂ng	10213026	1	5	2	20105003	36	20103075	20	20103100	33	20308073	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
597	–∏a T∏ch C•u –∞ Tﬂ∂ng	10213028	1	5	3	20105004	40	20103076	24	20103101	36	20308074	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
598	BÌch NguyÆt C•u –∞ Tﬂ∂ng	10213030	1	5	4	20105005	44	20103077	28	20103101	39	20308075	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
599	Qu·i ThiÍn C•u –∞ Tﬂ∂ng	10213032	1	5	5	20105006	48	20103078	32	20103101	45	20308076	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
600	XÌch DiÍu C•u –∞ Tﬂ∂ng	10213034	1	5	6	20105007	52	20103079	36	20103102	64	20308077	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
601	Cÿu TiÍu C•u –∞ Tﬂ∂ng	10213036	1	5	7	20105008	56	20103080	40	20103102	68	20308078	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
602	Huy´n Ph·ch ThiÍn C•u –∞ Tﬂ∂ng	10213038	1	5	8	20105009	60	20103081	44	20103102	76	20308079	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
603	PhÆ L‚n Qu·i C•u –∞ Tﬂ∂ng	10213040	1	5	9	20105010	64	20103082	48	20103102	80	20308080	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
604	T˙c Thi™t KhÙi –∞ Tﬂ∂ng	10210042	1	5	1	20105001	28	20103073	12	20103100	24	20308061	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
605	XÌch CﬂΩng KhÙi –∞ Tﬂ∂ng	10210044	1	5	1	20105002	32	20103074	16	20103100	27	20308062	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ng„ –i´n Li≠u	7	-1
