INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1860	282	280	45	Trß¶ng cänh: Long Tuy«n		V§n chuy¬n	99	1
1861	282	103	303	Trß¶ng cänh: Mai Lînh		V§n chuy¬n	99	1
1862	282	283	293	Trß¶ng cänh: Thanh Nguyên Ðµng		V§n chuy¬n	99	1
1863	282	251	63	C¯ H°ng T±		Nhi®m vø	2	2
1864	282	146	39	Hoa Mai			2	2
1865	282	151	60	Lßu Tra L­			2	2
1866	282	137	43	Dß½ng An			2	3
1867	282	189	41	Lí Lµc			2	2
1868	282	248	146	Lí Côn			2	3
1869	282	247	145	Hoa Th¦m			2	3
1870	282	261	170	Hàn Sâm			2	3
1871	282	260	169	BÕch Thiªt Lßu 			2	3
1872	282	271	145	Nghênh Khách Mao T£c			1	5
1873	282	17	274	C¦m Y Kh¤t Cái			1	5
1874	282	150	260	Hoa TØu Hoà Thßþng			1	5
1875	282	166	295	NguÜ Thiên			1	4
1876	282	266	185	H¡c Viên			1	5
1877	282	56	198	Cñ HÕt			1	5
1878	282	170	231	Yêu Tà Tri Thù			1	5
1879	282	232	232	Thi«m Th× Quái			1	5
1880	283	42	228	Trß¶ng cänh: Thanh Nguyên		V§n chuy¬n	99	1
1881	283	78	96	C¦m Y Kh¤t Cái			1	3
1882	283	61	69	Hoa TØu Hoà Thßþng			1	3
1883	283	199	69	Vån Võ TrÕng Nguyên			1	3
1884	283	141	226	LÕi Thiên Ðäo	S½n t£c Vß½ng	S½n t£c Vß½ng	1	2
1885	250	42	231	Trß¶ng cänh: ÐÕi Uy¬n		V§n chuy¬n	99	2
1886	250	72	30	Trß¶ng cänh: Thánh Hoä Cung		V§n chuy¬n	99	2
1887	250	55	211	Cáp ÐÑc Kh¡c			2	3
1888	250	78	225	H°ng Tß¶ng			2	3
1889	250	76	188	BÕc L£c Kh¡c			2	3
1890	250	75	59	Ð¸ch ÐÕt LÕp			2	3
1891	250	205	45	Thanh Vân ÐÕo Trß¶ng			2	3
1892	250	194	161	Ma La Ni			2	3
1893	250	97	78	Mµc Dß½ng			2	3
1894	250	75	201	Lan Ðoá			2	3
1895	250	112	42	Bái Hoä SÑ Giä			1	3
1896	250	204	86	Hoä Tinh Linh			1	3
1897	250	65	111	Hoä Di®m Võ Sî			1	3
1898	250	197	174	Bái Hoä Tª Tß			1	3
1899	250	195	44	Tam Ð¥u Khuy¬n			1	3
1900	250	95	148	T¦m ThuÖ Ðà Thú			1	3
1901	256	24	106	Trß¶ng cänh: Tát Mã		V§n chuy¬n	99	2
1902	256	52	95	Bái Hoä SÑ Giä			1	3
1903	256	27	38	Hoä Tinh Linh			1	3
1904	256	77	78	Hoä Di®m Võ Sî			1	3
1905	256	81	48	Bái Hoä Tª Tß			1	3
1906	256	102	85	Tam Ð¥u Khuy¬n			1	3
1907	256	51	59	T¦m ThuÖ Ðà Thú			1	3
1908	289	69	123	Thám Bí Phi T£c			1	5
1909	289	54	60	T¥m Thß Phi T£c			1	5
1910	289	160	90	Sßu Bäo Phi T£c			1	5
1911	224	64	61	Chu Hoa Vinh		V§n chuy¬n	99	2
1912	224	65	40	Tôn Tiªn Bäo	Nguyên bäo thß½ng nhân	Nguyên bäo	2	3
1913	224	68	44	Ti«n Phu Nhân	Nhi®t MÕi cØa hàng chß·ng qu¥y	Nhi®t MÕi	2	3
1914	224	61	43	MÕc T¥m	Chª tÕo tài li®u thß½ng nhân	Tài li®u	2	3
1915	224	61	29	Tôn Tø Tài	Nguyên bäo giao d¸ch th¸ trß¶ng lão bän	Th¸ trß¶ng	2	3
1916	579	102	35	Trß¶ng cänh: Huy«n Võ Ðäo		V§n chuy¬n	99	2
1917	586	161	314	Hà An Thành	NhÕn Môn Quan bách công		5	1
1918	587	161	314	Hà An Thành	NhÕn Môn Quan bách công		5	1
1919	588	161	314	Hà An Thành	NhÕn Môn Quan bách công		5	1
1920	592	140	75	Vß½ng Phu Nhân	MÕn Ðà S½n Trang trang chü	Chß·ng môn	5	3
1921	592	140	88	Vß½ng T¯ Thß½ng	MÕn Ðà S½n Trang bái sß Nhân	Bái sß	5	3
1922	592	155	114	Vß½ng Hoà Linh	MÕn Ðà S½n Trang võ công truy«n thø Nhân	Võ công	5	3
1923	592	151	36	Vß½ng NhÕn Túc	MÕn Ðà S½n Trang Khinh Công truy«n thø Nhân	Khinh Công	5	4
1924	592	129	106	Vß½ng An Ca	MÕn Ðà S½n Trang nhi®m vø tuyên b¯ Nhân	Sß môn	5	3
1925	592	135	154	Vß½ng quän gia	MÕn Ðà S½n Trang Chï ngß¶i qua ðß¶ng		5	4
1926	592	143	159	U Thäo	MÕn Ðà S½n Trang Truy«n T¯ng Nhân	V§n chuy¬n	5	2
1927	592	157	164	Vß½ng Lu§t Chi	S½n Trang Thú V® T±ng Lãnh	Tá Quái	5	4
1928	592	63	132	Hi®p bà bà	Linh C¯c chån nuôi Viên	CßÞi	5	3
1929	592	63	137	TØ Khâm			5	4
1930	592	210	158	Quan S½n Nguy®t	Cuµc s¯ng kÛ nång	Th¸ Hoa	5	4
1931	592	186	171	Vß½ng ThuÖ Phong	Cuµc s¯ng kÛ nång	Ði®u Hß½ng	5	4
1932	592	185	142	Kê Linh Phong	Vãn LÕi võ ðÕo trß·ng lão	Võ ðÕo	5	4
1933	592	183	132	Kê Phù Quang	Chiêu Minh võ ðÕo trß·ng lão	Võ ðÕo	5	4
1934	592	154	135	Vß½ng NhÕc S½n	Môn phái tiªn cØ Nhân	CØ Hi«n	5	4
1935	592	127	135	Vß½ng Y¬n Nguy®t	Môn phái v¤n ðïnh Nhân	V¤n ðïnh	5	4
1936	592	138	73	Mùa xuân	S½n Trang thân v®		5	4
1937	592	142	73	Tuyªt tr¡ng	S½n Trang thân v®		5	4
1938	592	30	197	Vß½ng Ði®p Quyên	Chß¾c nhÕc công		5	4
1939	592	228	196	Nghiêm mø mø			5	4
1940	592	179	79	Vß½ng Ngæ Yên			5	4
1941	592	61	65	Vß½ng Li ¿u			5	4
1942	592	231	79	Vß½ng Linh Quân			5	4
1943	592	231	178	Vß½ng Tinh Lãng			5	4
1944	592	225	149	Hoa Chiªu ThuÖ			5	4
1945	592	125	199	Li­u Phù Phong			5	4
1946	592	62	191	Ðào Lînh			5	4
1947	592	63	140	Tô Tô			5	4
1948	592	181	79	Vß½ng Ngßng Duy®t			5	4
1949	592	188	69	Vß½ng Loan Loan			5	4
1950	592	176	63	Vß½ng D¸ch Giän			5	4
1951	592	191	144	C¥u phúc Ðài			5	4
1952	592	146	196	Trß¶ng cänh: Thái H°		V§n chuy¬n	99	1
1953	597	145	196	Trß¶ng cänh: MÕn Ðà	V§n chuy¬n	V§n chuy¬n	99	2
1954	597	54	188	ÐÕo Thß Nha T£c			1	5
1955	597	181	72	ÐÕo Hß½ng Nha T£c			1	5
1956	597	129	134	ÐÕo C¥m Nha T£c			1	5
1957	613	221	55	Trß¶ng cänh: Thäo Nguyên		V§n chuy¬n	99	2
1958	613	63	53	M£c Tri S¥u		Thiên Giám	2	4
1959	613	65	48	M£c Diên			2	4
1960	613	130	190	M£c Nhß			2	4
1961	613	125	178	M£c Hi¬u Thanh			2	4
1962	613	194	81	Dß½ng lão Tam			2	4
1963	613	196	85	Tôn H±			2	4
1964	613	196	129	Sß½ng Nguy®t Khôi Lang			1	5
1965	613	191	161	Cu°ng nhi®t Ðích tµc nhân			1	5
1966	613	109	108	Thanh Diên		V§n chuy¬n	99	2
1967	614	129	224	Trß¶ng cänh: Thß½ng S½n		V§n chuy¬n	99	2
1968	614	37	119	Giang Hành Vân		Thiên Giám	2	4
1969	614	70	37	M£c Tinh Ông			2	4
1970	614	69	142	M£c B¡c Th¥n			2	4
1971	614	62	199	M£c ºc			2	4
1972	614	56	198	M£c Tß Tß			2	4
1973	614	162	94	Lµ phß½ng nào			2	4
1974	614	190	135	T§p viªt chæ Quân			2	4
1975	614	113	147	Trúc Häi BÕch Viên			1	5
1976	614	169	53	Cu°ng nhi®t Ðích tµc nhân			1	5
1977	614	78	108	Thanh Diên		V§n chuy¬n	99	2
1978	615	199	219	Trß¶ng cänh: Ðµi Hoàng		V§n chuy¬n	99	2
1979	615	65	52	Nguy­n Phong Miên		Thiên Giám	2	4
1980	615	54	58	M£c Ly			2	4
1981	615	75	60	M£c H°i			2	4
1982	615	150	210	Tri®u ðÕi ðao			2	4
1983	615	153	212	Chân Bách Tuª			2	4
1984	615	67	51	Kim Nghê			2	4
1985	615	63	51	Cñ Bì			2	4
1986	615	168	106	C± ðÕo H° Lang			1	5
1987	615	135	145	Cu°ng nhi®t Ðích tµc nhân			1	5
1988	615	91	59	Thanh Diên		V§n chuy¬n	99	2
1989	616	50	222	Thanh Diên		V§n chuy¬n	99	2
1990	623	220	91	Th¥n bí næ tØ		Y¬n Giáp	5	2
1991	634	129	97	Nghi thÑc		Chü trì	2	5
1992	634	140	144	HÖ Lai LÕc		V§n chuy¬n	99	2
1993	634	140	138	Lí Hoa		L­ Hoa	6	3
1994	1045	145	210	Täo Ð¸a Tång(nh§p kh¦u)		V§n chuy¬n	99	2
1995	650	226	237	Trß¶ng cänh: Kiªm Các		V§n chuy¬n	99	2
1996	650	25	40	Trß¶ng cänh: Bí Cänh Nh¸		V§n chuy¬n	99	2
1997	650	204	153	MÕc Huy®t Giáp Trùng			1	5
1998	650	160	142	ÐÕo MÕc T£c 			1	5
1999	650	109	179	Ð¸a Cung Công Tßþng			1	5
2000	651	235	225	Trß¶ng cänh: Bí Cänh Nh¤t		V§n chuy¬n	99	2
2001	651	96	164	Trß¶ng cänh: Bí Cänh Tam		V§n chuy¬n	99	2
2002	651	50	216	T¥n Hoàng Tinh Binh Dõng			1	5
2003	651	55	129	C½ Quan ThÕch Nhân			1	5
2004	651	37	78	Ð¸a Cung U Linh			1	5
2005	652	237	216	Trß¶ng cänh: Bí Cänh Nh¸		V§n chuy¬n	99	2
2006	652	213	182	T¥n Tß¾ng Hµ V®			1	5
2007	652	41	87	T¥n Tß¾ng Th¸ V® 			1	5
2008	652	219	94	C½ Quan Thü V®			1	5
2009	673	104	62	Trß¶ng cänh: Tr¥m Nguy®t Ðäo		V§n chuy¬n	99	2
2010	673	221	55	Trß¶ng cänh: Dung nham		V§n chuy¬n	99	2
2011	673	48	205	Trß¶ng cänh: R×ng r§m		V§n chuy¬n	99	2
2012	673	195	217	Trß¶ng cänh: LÕc Dß½ng		V§n chuy¬n	99	2
2013	673	165	119	Cö nhö Yêu			1	5
2014	673	66	68	Ngß dân con r¯i			1	5
2015	674	160	42	Trß¶ng cänh: Ph°n Lâm Ðäo		V§n chuy¬n	99	2
2016	674	186	216	Trß¶ng cänh: Thanh H°		V§n chuy¬n	99	2
2017	674	70	37	Trß¶ng cänh: Dung nham		V§n chuy¬n	99	2
2018	674	55	175	Trß¶ng cänh: LÕc Dß½ng		V§n chuy¬n	99	2
2019	674	138	99	Tính Tính			1	5
2020	674	112	202	Cö nhö Yêu			1	5
2021	675	90	187	Trß¶ng cänh: Ð¸a Hoä Ðäo		V§n chuy¬n	99	2
2022	675	198	219	Trß¶ng cänh: Thanh H°		V§n chuy¬n	99	2
2023	675	55	43	Trß¶ng cänh: R×ng r§m		V§n chuy¬n	99	2
2024	675	221	74	Trß¶ng cänh: LÕc Dß½ng		V§n chuy¬n	99	2
2025	675	107	88	Thi Sài			1	5
2026	675	144	176	Chªt tr§n Du H°n			1	5
2027	655	197	220	Trß¶ng cänh: Thanh H°		V§n chuy¬n	99	2
2028	655	74	217	Trß¶ng cänh: Ph°n Lâm Ðäo		V§n chuy¬n	99	2
2029	655	169	26	Trß¶ng cänh: Ð¸a Hoä Ðäo		V§n chuy¬n	99	2
2030	655	130	93	Trß¶ng cänh: Tr¥m nguy®t tháp		V§n chuy¬n	99	2
2031	655	133	64	Trß¶ng cänh: Tr¥m nguy®t tháp		V§n chuy¬n	99	2
2032	655	41	37	Trß¶ng cänh: Toä Long Tháp		V§n chuy¬n	99	2
2033	655	176	46	Häi Nguy®t sÑa			1	5
2034	655	62	182	Ngß dân con r¯i			1	5
2035	656	31	105	Trß¶ng cänh: Dung nham		V§n chuy¬n	99	2
2036	656	41	135	Trß¶ng cänh: Ph°n Lâm Ðäo		V§n chuy¬n	99	2
2037	656	214	47	Trß¶ng cänh: Tr¥m Nguy®t Ðäo		V§n chuy¬n	99	2
2038	656	137	156	Trß¶ng cänh: Ð¸a Hoä Ðáp		V§n chuy¬n	99	2
2039	656	138	132	Trß¶ng cänh: Ð¸a Hoä Ðáp		V§n chuy¬n	99	2
2040	656	118	216	Trß¶ng cänh: Toä Long Tháp		V§n chuy¬n	99	2
2041	656	131	63	Thi Sài			1	5
2042	656	181	189	Chªt tr§n Du H°n			1	5
2043	657	38	228	Trß¶ng cänh: R×ng r§m		V§n chuy¬n	99	2
2044	657	136	45	Trß¶ng cänh: Ð¸a Hoä Ðäo		V§n chuy¬n	99	2
2045	657	234	202	Trß¶ng cänh: Tr¥m Nguy®t Ðäo		V§n chuy¬n	99	2
2046	657	148	114	Trß¶ng cänh: Ph°n Lâm Ðáp		V§n chuy¬n	99	2
2047	657	161	129	Trß¶ng cänh: Ph°n Lâm Ðáp		V§n chuy¬n	99	2
2048	657	230	52	Trß¶ng cänh: Toä Long Tháp		V§n chuy¬n	99	2
2049	657	184	66	Tính Tính			1	5
2050	657	139	168	Cö nhö Yêu			1	5
2051	700	46	210	Trß¶ng cänh: Vînh Ninh Thành		V§n chuy¬n	99	2
2052	700	78	62	Trß¶ng cänh: Thüy Liêm Ðµng		V§n chuy¬n	99	2
2053	700	138	98	Tr¥n Công	Thúy Vân S½n tiªp dçn SÑ	V§n chuy¬n	5	1
2054	701	39	169	Trß¶ng cänh: Vînh Ninh Thành		V§n chuy¬n	99	2
2055	701	167	157	Trß¶ng cänh: Thúy Vân S½n		V§n chuy¬n	99	2
2056	701	39	113	Tôn Vi­n	Thüy Liêm Ðµng tiªp dçn SÑ	V§n chuy¬n	5	1
2057	702	57	57	Trß¶ng cänh: Thüy Liêm Ðµng		V§n chuy¬n	99	2
2058	702	195	43	Trß¶ng cänh: Thúy Vân S½n		V§n chuy¬n	99	2
2059	702	109	200	Lµ T§n Ð°ng	TrÕm d¸ch chß·ng qu¥y	V§n chuy¬n	5	1
2060	707	42	205	Quan Tâm Kính	Tâm th¤t dçn ðµ	V§n chuy¬n	99	1
2061	721	127	87	B° Ð« Lão T±	Tâm th¤t dçn ðµ Nhân	V§n chuy¬n	99	1
