INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
713	五岳山休息室	256	256	MonthPVP_Xiuxi.scene	MonthPVP_Xiuxi.path	MonthPVP_Xiuxi.wCollision	MonthPVP_Xiuxi.jpg	117	60000	MonthPVP_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	五岳山休息室	0.15;0.1
714	休息室	256	256	HJZBS_Xiuxi.scene	HJZBS_Xiuxi.path	HJZBS_Xiuxi.wCollision	HJZBS_DahuaKuafuRestXiuxi.jpg	117	60000	HJZBS_DahuaKuafuRestXiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	五岳境休息室	0.15;0.1
715	恶人谷演武	128	128	erengufb_3.scene	erengufb_3.path	erengufb_3.wCollision	erengufb_3.jpg	2212	60000	erengufb_3	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	门派#r恶人谷	0.2;0.2
716	恶人谷洞天	256	256	erengu_3.Scene	erengu_3.path	erengu_3.WCollision	erengu_3.jpg	2211	60000	erengu_3	0	0	0	0	35000	10	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	门派#r恶人谷	0.25;0.05
717	青崖山涧	128	128	erengufb.scene	erengufb.path	erengufb.wCollision	erengufb.jpg	2212	60000	erengufb	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	门派#r恶人谷	0.2;0.2
718	圣火之墟	192	192	HJZBS_shenghuoGameArea.scene	HJZBS_shenghuoGameArea.path	HJZBS_shenghuoGameArea.wCollision	HJZBS_shenghuoGameArea.jpg	2101	60000	HJZBS_shenghuoGameArea	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	团队争霸赛战场	0.2;0.2
719	精绝禁地休息室	96	96	jingjuejindi_Xiuxi.scene	jingjuejindi_Xiuxi.path	jingjuejindi_Xiuxi.wCollision	jingjuejindi_Xiuxi.jpg	146	60000	jingjuejindi_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	精绝禁地休息室	0.2;0.2
720	精绝宝库	256	256	jingjuebaoku.scene	jingjuebaoku.path	jingjuebaoku.wCollision	jingjuebaoku.jpg	117	60000	jingjuebaoku	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	组队夺宝	0.2;0.2
721	神秘景点	256	256	DHXYxinzang.Scene	DHXYxinzang.path	DHXYxinzang.wCollision	DHXYxinzang_Watch.jpg	2165	60000	DHXYxinzang_Watch	0	0	0	0	8000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	神秘景点	0.2;0.2
722	精绝禁地	192	192	jingjuejindi.scene	jingjuejindi.path	jingjuejindi.wCollision	jingjuejindi.jpg	146	60000	jingjuejindi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	精绝禁地	0.2;0.2
723	墓穴	64	64	muxue_new.scene	muxue_new.path	muxue_new.wCollision	muxue_new.jpg	416	60000	muxue_new	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	墓穴	0.2;0.2
724	恶人谷	256	256	erengusg.Scene	erengusg.path	erengusg.WCollision	erengu.jpg	2211	60000	erengusg	0	0	0	0	35000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	恶人谷副本	0.25;0.05
725	恶人谷副本	256	256	erengusg.Scene	erengusg.path	erengusg.WCollision	erengu.jpg	2212	60000	erengusg	0	0	0	0	35000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	恶人谷副本	0.25;0.0
726	恶人谷	256	256	erengu.Scene	erengu_yure.path	erengu.WCollision	erengu.jpg	2211	60000	erengu	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	门派#r恶人谷	0.25;0.05
727	恶人谷	256	256	erengu.Scene	erengu.path	erengu.WCollision	erengutx.jpg	2211	60000	erengutx	0	0	0	0	33000	10	Sign10	BaseInterface	Space	BaseInterface	Space	门派#r恶人谷	0.25;0.05
728	冰雪不夜城	320	320	SnowWorld2024.Scene	SnowWorld2024.path	SnowWorld2024.wCollision	SnowWorld2024.jpg	2221	60000	SnowWorld2024	0	0	0	0	25000	10	Sign1	MiniMap_Icon5	Congrenzi_Normal	MiniMap_Icon5	Congrenzi_Hover	冰雪不夜城	0.2;0.2
729	全民豹击	256	256	xiarihaitanFB.Scene	xiarihaitanFB.path	xiarihaitanFB.WCollision	xiarihaitanFB.jpg	2221	60000	xiarihaitanFB	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	全民豹击	0.2;0.2
730	全民豹击休息室	256	256	SnowWorld_GeCao_Xiuxi.Scene	SnowWorld_GeCao_Xiuxi.path	SnowWorld_GeCao_Xiuxi.WCollision	SnowWorld_GeCao_Xiuxi.jpg	117	60000	SnowWorld_GeCao_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	全民豹击休息室	0.2;0.2
731	黑山一梦休息室	256	256	SnowWorld_GeCao_Xiuxi.Scene	SnowWorld_GeCao_Xiuxi.path	SnowWorld_GeCao_Xiuxi.WCollision	SnowWorld_GeCao_Xiuxi.jpg	141	60000	SnowWorld_GeCao_Xiuxi	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	冰雪PVP休息室	0.2;0.2
732	白雪原	320	320	SnowWorld_PVP.Scene	SnowWorld_PVP.path	SnowWorld_PVP.WCollision	SnowWorld_PVP.jpg	2221	60000	SnowWorld_PVP	0	0	0	0	35000	10	Sign10	MiniMap_Icon	GuangMingDing_Normal	MiniMap_Icon	GuangMingDing_Hover	冰雪PVP	0.2;0.2
733	生肖地牢	64	64	shengxiaolaolong.Scene	shengxiaolaolong.path	shengxiaolaolong.wCollision	NewShengXiao_FB.jpg	119	60000	NewShengXiao_FB	0	0	0	0	25000	10	Sign10	BaseInterface	Space	BaseInterface	Space	生肖地牢	0.15;0.1
734	昆吾	256	256	kunwu.Scene	kunwu.path	kunwu.wCollision	kunwu.jpg	2225	60000	kunwu	966	756	964	781	35000	10	Sign56	MiniMap_Icon6	KunWu	MiniMap_Icon6	KunWu	城市-昆吾	0.25;0.05
735	溪上莲山	96	96	kunwu_kaiwu_FB_1.scene	kunwu_kaiwu_FB_1.path	kunwu_kaiwu_FB_1.wCollision	kunwu_kaiwu_FB_1.jpg	401	0	kunwu_kaiwu_FB_1	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	开悟副本1	0.2;0.2
736	缥缈浮丘	64	64	kunwu_kaiwu_FB_2.scene	kunwu_kaiwu_FB_2.path	kunwu_kaiwu_FB_2.wCollision	kunwu_kaiwu_FB_2.jpg	141	10000	kunwu_kaiwu_FB_2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	开悟副本2	0.2;0.2
737	遗荒古迹	128	128	kunwu_kaiwu_FB_3.scene	kunwu_kaiwu_FB_3.path	kunwu_kaiwu_FB_3.wCollision	kunwu_kaiwu_FB_3.jpg	2223	0	kunwu_kaiwu_FB_3	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	开悟副本3	0.2;0.2
738	玄灵秘境	370	370	zhenshouPVP.Scene	zhenshouPVP.path	zhenshouPVP.WCollision	zhenshouPVP.jpg	2224	60000	zhenshouPVP	0	0	0	0	35000	10	Sign1	BaseInterface	Space	BaseInterface	Space	五岳山	0.2;0.2
739	百兽问鼎休息室	256	256	MonthPVP_Xiuxi.scene	MonthPVP_Xiuxi.path	MonthPVP_Xiuxi.wCollision	MonthPVP_Xiuxi.jpg	2224	60000	MonthPVP_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	五岳山休息室	0.2;0.2
740	昆吾墟境	128	128	kunwuxujing.Scene	kunwuxujing.path	kunwuxujing.WCollision	kunwuxujing.jpg	142	60000	kunwuxujing	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	昆吾墟境	0.2;0.2
741	云水间	64	64	kunwu_kaiwu.scene	kunwu_kaiwu.path	kunwu_kaiwu.wCollision	kunwu_kaiwu.jpg	2222	60000	kunwu_kaiwu	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	云水间	0.2;0.2
742	紫禁秘城	768	768	zijincheng.scene	zijincheng.path	zijincheng.wCollision	zijincheng.jpg	2226	40000	zijincheng	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁城	0.2;0.2
743	紫禁休息室	256	256	MonthPVP_Xiuxi.scene	MonthPVP_Xiuxi.path	MonthPVP_Xiuxi.wCollision	MonthPVP_Xiuxi.jpg	117	60000	MonthPVP_Xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁城休息室	0.2;0.2
744	玄武岛·裂隙	128	128	petislandPVP.Scene	petislandPVP.path	petislandPVP.WCollision	petislandPVP.jpg	116	60000	petislandPVP	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	昆吾墟境	0.2;0.2
745	紫禁·麒麟宫	320	320	zijinnei.scene	zijinnei.path	zijinnei.wCollision	zijinnei.jpg	2226	60000	zijinnei	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁·麒麟宫	0.1;0.2
746	紫禁·朱雀宫	256	256	zijinwai1.scene	zijinwai1.path	zijinwai1.wCollision	zijinwai1.jpg	2226	60000	zijinwai1	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁·朱雀宫	0.1;0.2
747	紫禁·白虎宫	256	256	zijinwai2.scene	zijinwai2.path	zijinwai2.wCollision	zijinwai2.jpg	2226	60000	zijinwai2	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁·白虎宫	0.1;0.2
748	紫禁·青龙宫	256	256	zijinwai3.scene	zijinwai3.path	zijinwai3.wCollision	zijinwai3.jpg	2226	60000	zijinwai3	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁·青龙宫	0.1;0.2
749	紫禁·玄武宫	256	256	zijinwai4.scene	zijinwai4.path	zijinwai4.wCollision	zijinwai4.jpg	2226	60000	zijinwai4	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁·玄武宫	0.1;0.2
750	紫禁之巅休息室	64	64	zijinkuafu_xiuxi.Scene	zijinkuafu_xiuxi.path	zijinkuafu_xiuxi.WCollision	zijinkuafu_xiuxi.jpg	2110	60000	zijinkuafu_xiuxi	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁之巅休息室	0.2;0.2
751	决战紫禁之巅	768	768	zijinkuafu.scene	zijinkuafu.path	zijinkuafu.wCollision	zijinkuafu.jpg	2226	60000	zijinkuafu	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁城跨服PK	0.2;0.2
752	紫禁郊外	128	128	zijincheng_yure1.scene	zijincheng_yure1.path	zijincheng_yure1.wCollision	zijincheng_yure1.jpg	2159	60000	zijincheng_yure1	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁郊外	0.2;0.2
753	紫禁大殿	96	96	zijincheng_yure2.scene	zijincheng_yure2.path	zijincheng_yure2.wCollision	zijincheng_yure2.jpg	120	60000	zijincheng_yure2	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	紫禁大殿	0.2;0.2
754	全民豹击	256	256	xiarihaitanFB.Scene	xiarihaitanFB.path	xiarihaitanFB.WCollision	xiarihaitanFB.jpg	2221	60000	xiarihaitanFB	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	全民豹击	0.2;0.2
755	寒雪灵境	192	192	HJZBS_BaiXiHuGameArea.scene	HJZBS_BaiXiHuGameArea.path	HJZBS_BaiXiHuGameArea.wCollision	HJZBS_BaiXiHuGameArea.jpg	120	60000	HJZBS_BaiXiHuGameArea	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	寒雪灵境	0.2;0.2
756	爱晴海沙滩	192	192	xiarihaitan.Scene	xiarihaitan.path	xiarihaitan.wCollision	xiarihaitan.jpg	116	60000	xiarihaitan	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	爱晴海沙滩	0.1;0.1
757	世外人间	256	256	QNYH_Main.Scene	QNYH_Main.path	QNYH_Main.wCollision	QNYH_Main.jpg	2227	60000	QNYH_Main	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	世外人间	0.2;0.2
758	湖心亭	128	128	QNYH_tinzi.Scene	QNYH_tinzi.path	QNYH_tinzi.wCollision	QNYH_tinzi.jpg	2165	60000	QNYH_tinzi	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	湖心亭	0.2;0.2
759	堕夜妖林	128	128	QNYH_yewai.Scene	QNYH_yewai.path	QNYH_yewai.wCollision	QNYH_yewai.jpg	2228	60000	QNYH_yewai	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	堕夜妖林	0.2;0.2
760	兰若寺	192	192	QNYH_lanruosi.Scene	QNYH_lanruosi.path	QNYH_lanruosi.wCollision	QNYH_lanruosi.jpg	2228	40000	QNYH_lanruosi	0	0	0	0	25000	10	Sign1	BaseInterface	Space	BaseInterface	Space	兰若寺	0.15;0.4
761	黑阴山	320	320	QNYH_pvpFB.Scene	QNYH_pvpFB.path	QNYH_pvpFB.wCollision	QNYH_pvpFB.jpg	2165	60000	QNYH_pvpFB	0	0	0	0	35000	10	Sign1	BaseInterface	Space	BaseInterface	Space	倩女黑山老妖副本	0.2;0.2
762	华山绝顶	256	256	huashan_10_2.scene	huashan_10_2.path	huashan_10_2.wCollision	huashan_10_2.jpg	140	20000	huashan_10_2	0	0	0	0	15000	10	Sign14	MiniMap_Icon3	HuaShanZhiDian_Normal	MiniMap_Icon3	HuaShanZhiDian_Normal	华山之巅	0.2;0.2
763	华山之巅	128	128	huashanzhidian_2.scene	huashanzhidian_2.path	huashanzhidian_2.wCollision	huashanzhidian_2.jpg	2103	60000	huashanzhidian_2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	华山之巅	0.2;0.2
764	通天塔地宫	512	512	tongtianta1.scene	tongtianta1.path	tongtianta1.wCollision	tongtianta1.jpg	2229	60000	tongtianta1	530	280	530	316	15000	10	Sign60	MiniMap_Icon6	TongTianTa	MiniMap_Icon6	TongTianTa	通天塔	0.2;0.2
765	通天塔一层	512	512	tongtianta2.scene	tongtianta2.path	tongtianta2.wCollision	tongtianta2.jpg	2229	60000	tongtianta2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	通天塔	0.2;0.2
766	通天塔二层	512	512	tongtianta3.scene	tongtianta3.path	tongtianta3.wCollision	tongtianta3.jpg	2229	60000	tongtianta3	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	通天塔	0.2;0.2
767	通天塔三层	512	512	tongtianta4.scene	tongtianta4.path	tongtianta4.wCollision	tongtianta4.jpg	2229	60000	tongtianta4	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	通天塔	0.2;0.2
768	通天塔塔顶	512	512	tongtianta5.scene	tongtianta5.path	tongtianta5.wCollision	tongtianta5.jpg	2229	60000	tongtianta5	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	通天塔	0.2;0.2
769	近疆荒漠	128	128	dianfengtake.Scene	dianfengtake.path	dianfengtake.wCollision	dianfengtake.jpg	148	60000	dianfengtake	0	0	0	0	15000	10	Sign19	MiniMap_Icon5	Takelamagan_Normal	MiniMap_Icon5	Takelamagan_Hover	近疆荒漠	0.2;0.2
770	黄沙边地	128	128	dianfengshenghuo.scene	dianfengshenghuo.path	dianfengshenghuo.wCollision	dianfengshenghuo.jpg	120	60000	dianfengshenghuo	0	0	0	0	15000	10	Sign60	MiniMap_Icon8	Tongtian_Normal	MiniMap_Icon8	Tongtian_Hover	黄沙边地	0.2;0.2
772	琉古草场	128	128	Peak_HanXue.Scene	Peak_HanXue.path	Peak_HanXue.wCollision	Peak_HanXue.jpg	2038	60000	Peak_HanXue	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	汗血秘境	0.2;0.2
774	神山雪域	128	128	Peak_KunLun.Scene	Peak_KunLun.path	Peak_KunLun.wCollision	Peak_KunLun.jpg	112	60000	Peak_KunLun	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	昆仑秘境	0.2;0.2
775	拜火旧址	128	128	Peak_ShengHuo.Scene	Peak_ShengHuo.path	Peak_ShengHuo.wCollision	Peak_ShengHuo.jpg	2101	60000	Peak_ShengHuo	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	圣火秘境	0.2;0.2
776	赤漠遗迹	128	128	Peak_TaKe.Scene	Peak_TaKe.path	Peak_TaKe.wCollision	Peak_TaKe.jpg	122	60000	Peak_TaKe	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	塔克秘境	0.2;0.2
778	河尾谷	256	256	peak_yure1.scene	peak_yure1.path	peak_yure1.wCollision	peak_yure1.jpg	2230	60000	peak_yure1	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	河尾谷	0.2;0.2
779	河尾谷	256	256	peak_yure2.scene	peak_yure2.path	peak_yure2.wCollision	peak_yure2.jpg	2230	60000	peak_yure2	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	河尾谷	0.2;0.2
780	辽军营地	256	256	peak_yure3.scene	peak_yure3.path	peak_yure3.wCollision	peak_yure3.jpg	2230	60000	peak_yure3	0	0	0	0	15000	10	Sign1	BaseInterface	Space	BaseInterface	Space	辽军营地	0.2;0.2
781	柳林渡	256	256	songliaozhanchang_1.Scene	songliaozhanchang_1.path	songliaozhanchang_1.WCollision	songliaozhanchang_1.jpg	2230	60000	songliaozhanchang_1	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	柳林渡	0.2;0.2
782	柳林渡	256	256	songliaozhanchang_2.Scene	songliaozhanchang_2.path	songliaozhanchang_2.WCollision	songliaozhanchang_2.jpg	2230	60000	songliaozhanchang_2	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	柳林渡	0.2;0.2
783	柳林渡	256	256	songliaozhanchang_3.Scene	songliaozhanchang_3.path	songliaozhanchang_3.WCollision	songliaozhanchang_3.jpg	2230	60000	songliaozhanchang_3	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	柳林渡	0.2;0.2
784	柳林渡	256	256	songliaozhanchang_4.Scene	songliaozhanchang_4.path	songliaozhanchang_4.WCollision	songliaozhanchang_4.jpg	2230	60000	songliaozhanchang_4	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	柳林渡	0.2;0.2
785	望烽台	256	256	songliaozhanchang_5.Scene	songliaozhanchang_5.path	songliaozhanchang_5.WCollision	songliaozhanchang_5.jpg	2230	60000	songliaozhanchang_5	0	0	0	0	25000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	望烽台	0.2;0.2
786	盐湖秘境	128	128	Peak_YanHu.Scene	Peak_YanHu.path	Peak_YanHu.wCollision	Peak_YanHu.jpg	147	60000	Peak_YanHu	0	0	0	0	15000	10	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	昆仑秘境	0.2;0.2
