INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
193	70501106	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501107	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1248#W; #GM®nh Trung +1606#W; #GLinh Khí +61#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(3Tinh sáo trang hi®u quä)#W.
194	70501107	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501108	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1663#W; #GM®nh Trung +2141#W; #GLinh Khí +82#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(4Tinh sáo trang hi®u quä)#W.
195	70501108	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501109	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +2079#W; #GM®nh Trung +2676#W; #GLinh Khí +102#W; #Ggia tång Li®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú kÛ nång Ðích phóng thích tÖ l®(5Tinh sáo trang hi®u quä)#W.
196	70501110	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501111	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #GLinh Khí +41#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
197	70501111	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501112	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #GLinh Khí +61#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
198	70501112	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501113	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #GLinh Khí +82#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
199	70501113	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501114	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #GLinh Khí +102#W; #Ggia tång Phän Kích kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
200	70501115	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501116	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #GLinh Khí +41#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
201	70501116	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501117	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #GLinh Khí +61#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
202	70501117	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501118	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #GLinh Khí +82#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
203	70501118	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501119	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #GLinh Khí +102#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
204	70501120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501121	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +821#W; #Gnµi công phòng ngñ +821#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
205	70501121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501122	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1232#W; #Gnµi công phòng ngñ +1232#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
206	70501122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501123	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1642#W; #Gnµi công phòng ngñ +1642#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
207	70501123	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501124	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +2053#W; #Gnµi công phòng ngñ +2053#W; #GHuyªt Thßþng HÕn +3820#W; #Ggia tång Linh Khí kÛ nång Ð¯i ngß¶i ch½i Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
208	70501125	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501126	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +41#W; #GM®nh Trung +1071#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
209	70501126	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501127	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +61#W; #GM®nh Trung +1606#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
210	70501127	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501128	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +82#W; #GM®nh Trung +2141#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
211	70501128	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501129	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +102#W; #GM®nh Trung +2676#W; #GHuyªt Thßþng HÕn +3820#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
212	70501130	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501131	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1071#W; #Gthân pháp +41#W; #GHuyªt Thßþng HÕn +1528#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
213	70501131	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501132	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1606#W; #Gthân pháp +61#W; #GHuyªt Thßþng HÕn +2292#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
214	70501132	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501133	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2141#W; #Gthân pháp +82#W; #GHuyªt Thßþng HÕn +3056#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
215	70501133	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501134	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2676#W; #Gthân pháp +102#W; #GHuyªt Thßþng HÕn +3820#W; #Ggia tång Tá Nµ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
216	70502000	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502001	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +664#W; #GM®nh Trung +859#W; #Glñc lßþng +33#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(2Tinh sáo trang hi®u quä)#W.
217	70502001	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502002	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +996#W; #GM®nh Trung +1288#W; #Glñc lßþng +49#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(3Tinh sáo trang hi®u quä)#W.
218	70502002	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502003	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1327#W; #GM®nh Trung +1717#W; #Glñc lßþng +66#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(4Tinh sáo trang hi®u quä)#W.
219	70502003	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502004	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công công kích +1659#W; #GM®nh Trung +2146#W; #Glñc lßþng +82#W; #GMãnh Kích kÛ nång phóng thích Th¶i thêm vào gia tång ngoÕi công công kích(5Tinh sáo trang hi®u quä)#W.
220	70502005	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502006	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #Glñc lßþng +33#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
221	70502006	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502007	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #Glñc lßþng +49#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
222	70502007	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502008	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #Glñc lßþng +66#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
223	70502008	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502009	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #Glñc lßþng +82#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
224	70502010	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502011	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #Glñc lßþng +33#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
225	70502011	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502012	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #Glñc lßþng +49#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
226	70502012	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502013	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #Glñc lßþng +66#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
227	70502013	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502014	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #Glñc lßþng +82#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
228	70502015	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502016	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +664#W; #GM®nh Trung +859#W; #GLinh Khí +33#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(2Tinh sáo trang hi®u quä)#W.
229	70502016	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502017	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +996#W; #GM®nh Trung +1288#W; #GLinh Khí +49#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(3Tinh sáo trang hi®u quä)#W.
230	70502017	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502018	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1327#W; #GM®nh Trung +1717#W; #GLinh Khí +66#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(4Tinh sáo trang hi®u quä)#W.
231	70502018	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502019	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #Gn?i công công kích +1659#W; #GM®nh Trung +2146#W; #GLinh Khí +82#W; #GLi®t Hoä Chú, Huy«n Lôi Chú, Huyªt Ðµc Chú, Hàn Bång Chú phóng thích Th¶i thêm vào gia tång ð¯i Ñng Ðích thuµc tính công kích(5Tinh sáo trang hi®u quä)#W.
232	70502020	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502021	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #GLinh Khí +33#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
233	70502021	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502022	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #GLinh Khí +49#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
234	70502022	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502023	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #GLinh Khí +66#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
235	70502023	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502024	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #GLinh Khí +82#W; #Ggia tång Su¤t Các\u0020hÕ kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
236	70502025	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502026	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #GLinh Khí +33#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
237	70502026	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502027	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #GLinh Khí +49#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
238	70502027	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502028	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #GLinh Khí +66#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
239	70502028	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502029	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #GLinh Khí +82#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
240	70502030	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502031	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +656#W; #Gnµi công phòng ngñ +656#W; #GHuyªt Thßþng HÕn +1217#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
241	70502031	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502032	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +983#W; #Gnµi công phòng ngñ +983#W; #GHuyªt Thßþng HÕn +1825#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
242	70502032	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502033	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1311#W; #Gnµi công phòng ngñ +1311#W; #GHuyªt Thßþng HÕn +2434#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
243	70502033	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502034	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GnGoÕi công phòng ngñ +1638#W; #Gnµi công phòng ngñ +1638#W; #GHuyªt Thßþng HÕn +3042#W; #Ggia tång Linh Ðµng kÛ nång Ð¯i Trân Thú chính mình Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
244	70502035	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502036	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +33#W; #GM®nh Trung +859#W; #GHuyªt Thßþng HÕn +1217#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
245	70502036	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502037	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +49#W; #GM®nh Trung +1288#W; #GHuyªt Thßþng HÕn +1825#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
246	70502037	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502038	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +66#W; #GM®nh Trung +1717#W; #GHuyªt Thßþng HÕn +2434#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
247	70502038	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502039	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GtHân pháp +82#W; #GM®nh Trung +2146#W; #GHuyªt Thßþng HÕn +3042#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
248	70502040	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502041	0	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +859#W; #Gthân pháp +33#W; #GHuyªt Thßþng HÕn +1217#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(2Tinh sáo trang hi®u quä)#W.
249	70502041	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502042	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1288#W; #Gthân pháp +49#W; #GHuyªt Thßþng HÕn +1825#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(3Tinh sáo trang hi®u quä)#W.
250	70502042	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502043	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +1717#W; #Gthân pháp +66#W; #GHuyªt Thßþng HÕn +2434#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(4Tinh sáo trang hi®u quä)#W.
251	70502043	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502044	1	Thång c¤p H§u tr÷n bµ Ðích sáo trang hi®u quä Tß¾ng tång lên Vi: #GM?nh Trung +2146#W; #Gthân pháp +82#W; #GHuyªt Thßþng HÕn +3042#W; #Ggia tång Hß Nhßþc kÛ nång Ð¯i møc tiêu Ðích có hi®u lñc tÖ l®(5Tinh sáo trang hi®u quä)#W.
