INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
764	Do KÖ Ðµ Nhân	284	4	0	14	411	5	15	10	30	20	45	30	75	40	120	50	-1	-1	60	-1	-1	-1	-1	Nga Mi 4T¦m Phß½ng X2
765	Biªt th¶i biªt thª	2	4	0	15	409	5	30	2000	45	4000	75	6000	120	8000	195	10000	763	5	65	-1	-1	-1	-1	Nga Mi 4T¦m Phß½ng X3
766	Phøng Li­u Nghênh Xuân	285	4	0	15	415	5	30	40	45	80	75	120	120	160	195	200	-1	-1	65	51709	-1	-1	-1	Nga Mi 4T¦m Phß½ng X4
767	Tình Giäi Liên Châu	375	4	0	15	411	5	30	20	45	40	75	60	120	80	195	100	764	5	65	-1	51710	-1	-1	Nga Mi 4T¦m Phß½ng X5
768	Ân trÕch Lan Tâm	286	4	0	16	424	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Nga Mi 4T¦m Phß½ng X6
769	Tß½ng tß không tha	34	4	0	16	411	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	70	-1	-1	-1	-1	Nga Mi 4T¦m Phß½ng X7
770	Thi«n C¯t Hµi Xuân	287	4	0	17	424	5	120	100	180	200	300	300	480	400	780	500	768	5	75	51711	-1	-1	-1	Nga Mi 4T¦m Phß½ng X8
771	Cøt tay Ðµ Sinh	93	4	0	17	-1	5	120	-1	180	-1	300	-1	480	-1	780	-1	-1	-1	75	-1	-1	-1	5386	Nga Mi 4T¦m Phß½ng X9
772	Di®u ÐÑc xoay chuy¬n tr¶i ð¤t	366	4	0	17	412	5	120	30	180	25	300	20	480	15	780	10	769	5	75	-1	-1	-1	-1	Nga Mi 4T¦m Phß½ng X10
773	LoÕn H°ng v¦y ra	289	4	1	14	421	5	15	60	30	120	45	180	75	240	120	300	-1	-1	60	-1	-1	-1	-1	Nga Mi 4thanh âm Y1
774	V² tay Tuý Nguy®t	290	4	1	14	404	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	60	2	415	-1	-1	Nga Mi 4thanh âm Y2
775	B¢ng màn hào quang Änh	375	4	1	15	421	5	30	50	45	100	75	150	120	200	195	250	773	5	65	-1	51722	-1	-1	Nga Mi 4thanh âm Y3
776	Lãm H§n Phán Phong	170	4	1	15	420	5	30	50	45	100	75	150	120	200	195	250	-1	-1	65	-1	51723	-1	-1	Nga Mi 4thanh âm Y4
777	S¤n Hß mà vào	291	4	1	15	415	5	30	20	45	40	75	60	120	80	195	100	-1	-1	65	-1	-1	-1	-1	Nga Mi 4thanh âm Y5
778	Túc Yên Hoàn Sào	49	4	1	16	417	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	999	403	-1	-1	Nga Mi 4thanh âm Y6
779	Th÷ Thïnh ánh m£t tr¶i	49	4	1	16	409	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	999	415	-1	-1	Nga Mi 4thanh âm Y7
780	Xao Sß½ng Tïnh Hoa	292	4	1	17	403	5	120	100	180	200	300	300	480	400	780	500	778	5	75	-1	-1	-1	-1	Nga Mi 4thanh âm Y8
781	Ph¤t tr¥n Ð¸nh Nguy®t	293	4	1	17	426	5	120	50	180	100	300	150	480	200	780	250	-1	-1	75	51724	-1	-1	-1	Nga Mi 4thanh âm Y9
782	Muµn Phong C¤p	92	4	1	17	415	5	120	70	180	140	300	210	480	280	780	350	779	5	75	-1	51725	-1	-1	Nga Mi 4thanh âm Y10
783	Minh Höa Chß¾c Thân	294	5	0	14	3296	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	60	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X1
784	Yêu Tinh Ho£c Thª	295	5	0	14	3296	5	15	20	30	40	45	60	75	80	120	100	-1	-1	60	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X2
785	M£c ðµc thü	40	5	0	15	441	5	30	70	45	140	75	210	120	280	195	350	783	5	65	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X3
786	BÕch c¯t Ai	19	5	0	15	451	5	30	30	45	60	75	90	120	120	195	150	-1	-1	65	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X4
787	Bång hàn Si C¯t	377	5	0	15	445	5	30	20	45	40	75	60	120	80	195	100	784	5	65	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X5
788	Ðµc Ti Khiên Ngçu	296	5	0	16	432	5	60	70	105	140	165	210	270	280	435	350	-1	-1	70	51726	-1	-1	-1	Tinh Túc 4Hàn Minh X6
789	Táng C¯t Hoàn U	297	5	0	16	432	5	60	1000	105	2000	165	3000	270	4000	435	5000	-1	-1	70	433	-1	-1	-1	Tinh Túc 4Hàn Minh X7
790	U Minh Ngøc	298	5	0	17	433	5	120	51727	180	51728	300	51729	480	51730	780	51731	-1	-1	75	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X8
791	Hàn Sát Ði®p Chß·ng	299	5	0	17	3296	5	120	50	180	100	300	150	480	200	780	250	-1	-1	75	-1	-1	-1	-1	Tinh Túc 4Hàn Minh X9
792	Thiên ð¸a gi§n dæ	23	5	0	17	450	5	120	50	180	100	300	150	480	200	780	250	-1	-1	75	-1	455	-1	-1	Tinh Túc 4Hàn Minh X10
793	C¯ Thân Tri«n Ðµc	300	5	1	14	441	5	15	100	30	200	45	300	75	400	120	500	-1	-1	60	470	51732	-1	-1	Tinh Túc 4CØu Ách Y1
794	Ký Ðµc DßÞng Thân	301	5	1	14	441	5	15	70	30	140	45	210	75	280	120	350	-1	-1	60	471	-1	-1	-1	Tinh Túc 4CØu Ách Y2
795	V§n rüi Tri«n Thân	300	5	1	15	445	5	30	200	45	400	75	600	120	800	195	1000	793	5	65	470	51733	-1	-1	Tinh Túc 4CØu Ách Y3
796	Vînh không th¤y Nh§t	2	5	1	15	435	5	30	3000	45	6000	75	9000	120	12000	195	15000	-1	-1	65	-1	-1	-1	-1	Tinh Túc 4CØu Ách Y4
797	Thñc Thân C±	300	5	1	15	445	5	30	200	45	400	75	600	120	800	195	1000	794	5	65	471	51734	-1	-1	Tinh Túc 4CØu Ách Y5
798	Kh± häi Vô Nhai	3	5	1	16	435	5	60	80	105	160	165	240	270	320	435	400	-1	-1	70	-1	51735	-1	-1	Tinh Túc 4CØu Ách Y6
799	Bö ðá xu¯ng giªng	304	5	1	16	454	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Tinh Túc 4CØu Ách Y7
800	B®nh tr¥m kha Sinh D¸ch	305	5	1	17	450	5	120	200	180	400	300	600	480	800	780	1000	798	5	75	51737	-1	-1	-1	Tinh Túc 4CØu Ách Y8
801	Nhi­u Chï Nhu	306	5	1	17	451	5	120	30	180	60	300	90	480	120	780	150	-1	-1	75	-1	-1	-1	-1	Tinh Túc 4CØu Ách Y9
802	TØ Mçu C±	307	5	1	17	455	5	120	1	180	2	300	3	480	4	780	5	-1	-1	75	435	454	-1	-1	Tinh Túc 4CØu Ách Y10
803	Nµ Dß½ng Quyªt	23	6	0	14	461	5	15	6	30	12	45	18	75	24	120	30	-1	-1	60	-1	-1	-1	-1	Thiên Long 4long uy X1
804	Phù Quang Thu¤n Änh	2	6	0	14	469	5	15	5000	30	10000	45	15000	75	20000	120	25000	-1	-1	60	-1	-1	-1	-1	Thiên Long 4long uy X2
805	Nghîa Phçn Ði«n ¿ng	285	6	0	15	471	5	30	100	45	200	75	300	120	400	195	500	803	5	65	51738	-1	-1	-1	Thiên Long 4long uy X3
806	Ðánh úp	241	6	0	15	471	5	30	-3	45	-6	75	-9	120	-12	195	-15	-1	-1	65	-1	-1	-1	-1	Thiên Long 4long uy X4
807	Kim ô Chiªu Änh	373	6	0	15	462	5	30	80	45	160	75	240	120	320	195	400	804	5	65	469	-1	-1	-1	Thiên Long 4long uy X5
808	Càn Khôn H¢ng Chuy¬n	308	6	0	16	463	5	60	100	105	200	165	300	270	400	435	500	-1	-1	70	-1	-1	-1	-1	Thiên Long 4long uy X6
809	Giang Lßu Thñc NgÕn	309	6	0	16	461	5	60	20	105	40	165	60	270	80	435	100	-1	-1	70	461	-1	-1	-1	Thiên Long 4long uy X7
810	Ý Quyªt Càn Khôn	310	6	0	17	463	5	120	20	180	40	300	60	480	80	780	100	808	5	75	-1	-1	-1	-1	Thiên Long 4long uy X8
811	Th×a Gian TÑ Khích	367	6	0	17	472	5	120	120	180	140	300	160	480	180	780	200	-1	-1	75	-1	-1	-1	-1	Thiên Long 4long uy X9
812	Hàn Nhçn Thôi Nguy®t	311	6	0	17	488	5	120	10	180	20	300	30	480	40	780	50	809	5	75	51820	-1	-1	-1	Thiên Long 4long uy X10
813	Bách Ðµc n²i nh¾ nhà	312	6	1	14	-1	5	15	60	30	120	45	180	75	240	120	300	-1	-1	60	-1	-1	-1	-1	Thiên Long 4B° Thiên Y1
814	Kiªm Ý trß¶ng t°n	34	6	1	14	488	5	15	2000	30	4000	45	6000	75	8000	120	10000	-1	-1	60	-1	-1	-1	-1	Thiên Long 4B° Thiên Y2
815	Thiên nhai Sß½ng Tuyªt	313	6	1	15	-1	5	30	100	45	200	75	300	120	400	195	500	813	5	65	-1	-1	-1	-1	Thiên Long 4B° Thiên Y3
816	Kim ô Yªt Thiên	318	6	1	15	461	5	30	20	45	40	75	60	120	80	195	100	551	5	65	-1	-1	-1	-1	Thiên Long 4B° Thiên Y4
817	TÑ Tßþng Thñc Giáp	82	6	1	15	480	5	30	51740	45	51741	75	51742	120	51743	195	51744	814	5	65	-1	-1	-1	-1	Thiên Long 4B° Thiên Y5
818	N¢m gai nªm m§t	319	6	1	16	461	5	60	51745	105	51746	165	51747	270	51748	435	51749	-1	-1	70	-1	-1	-1	-1	Thiên Long 4B° Thiên Y6
819	Hàn Tuyªt ÐoÕn MÕch	314	6	1	16	475	5	60	20	105	40	165	60	270	80	435	100	-1	-1	70	473	-1	-1	-1	Thiên Long 4B° Thiên Y7
820	Song Kiªp t¾i ngß¶i	315	6	1	17	-1	5	120	30	180	60	300	90	480	120	780	150	-1	-1	75	-1	-1	-1	-1	Thiên Long 4B° Thiên Y8
821	Thiên c½ Di®u Ngµ	316	6	1	17	461	5	120	10	180	20	300	30	480	40	780	50	-1	-1	75	-1	-1	-1	-1	Thiên Long 4B° Thiên Y9
822	TÑ Tßþng ¿ng Thiên	317	6	1	17	-1	5	120	970	180	940	300	910	480	880	780	850	-1	-1	75	-1	-1	-1	-1	Thiên Long 4B° Thiên Y10
823	Di Ðång Tøc QuÛ	378	7	0	14	503	5	15	51750	30	51751	45	51752	75	51753	120	51754	-1	-1	60	2345	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X1
824	Hàn Mang th¤u xß½ng	40	7	0	14	501	5	15	100	30	200	45	300	75	400	120	500	-1	-1	60	-1	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X2
825	Sóc Tuyªt Vô Nhai	379	7	0	15	501	5	30	1	45	2	75	3	120	4	195	5	-1	-1	65	-1	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X3
826	Ng÷c Tr¥n Chiªu Hoa	374	7	0	15	501	5	30	51756	45	51757	75	51758	120	51759	195	51760	-1	-1	65	-1	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X4
827	Sß½ng Nhçn Truy Phong	323	7	0	15	501	5	30	60	45	120	75	180	120	240	195	300	-1	-1	65	-1	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X5
828	Hàn Vû Thu¤n Hoa	232	7	0	16	493	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	999	492	-1	-1	Thiên S½n 4Sß½ng Ngßng X6
829	Phi Hoàng Hàm Mai	187	7	0	16	493	5	60	2000	105	4000	165	6000	270	8000	435	10000	-1	-1	70	100	498	-1	-1	Thiên S½n 4Sß½ng Ngßng X7
830	Chu Lang C¯ Khúc	321	7	0	17	510	5	120	20	180	40	300	60	480	80	780	100	-1	-1	75	-1	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X8
831	LÕc Phßþng v«	355	7	0	17	493	5	120	100	180	200	300	300	480	400	780	500	-1	-1	75	-1	51762	-1	-1	Thiên S½n 4Sß½ng Ngßng X9
832	Huy«n Hoàng Li®t Ngøc	322	7	0	17	493	5	120	4	180	8	300	12	480	16	780	20	-1	-1	75	40	-1	-1	-1	Thiên S½n 4Sß½ng Ngßng X10
833	Hoa mai Thôi Tuyªt	40	7	1	14	505	5	15	100	30	200	45	300	75	400	120	500	-1	-1	60	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y1
834	Li®t Vû H°i Phøng	187	7	1	14	493	5	15	1000	30	2000	45	3000	75	4000	120	5000	-1	-1	60	100	493	-1	-1	Thiên S½n 4Tuyªt †n Y2
835	Thi®t Mai Dçn Phøng	171	7	1	15	505	5	30	51763	45	51764	75	51765	120	51766	195	51767	833	5	65	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y3
836	Dß âm ngàn d§m	379	7	1	15	505	5	30	1	45	2	75	3	120	4	195	5	-1	-1	65	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y4
837	T¸ch Phøng Phøc Ngâm	38	7	1	15	493	5	30	51768	45	51769	75	51770	120	51771	195	51772	834	5	65	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y5
838	Mù sß½ng N£c Änh	327	7	1	16	516	5	60	1000	105	2000	165	3000	270	4000	435	5000	-1	-1	70	100	248	514	-1	Thiên S½n 4Tuyªt †n Y6
839	Phong Tuyªt Quy Dñc	328	7	1	16	493	5	60	1000	105	2000	165	3000	270	4000	435	5000	-1	-1	70	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y7
840	Kiªp MÕch Phong Nguyên	329	7	1	17	511	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	75	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y8
841	Khª Änh Ð°ng Thuª	330	7	1	17	497	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	75	51819	-1	-1	-1	Thiên S½n 4Tuyªt †n Y9
842	Tam Ði®p Dçn Phong	82	7	1	17	510	5	120	51773	180	51774	300	51775	480	51776	780	51777	-1	-1	75	-1	-1	-1	-1	Thiên S½n 4Tuyªt †n Y10
843	Phong Tø Khê S½n	331	8	0	14	535	5	15	6	30	12	45	18	75	24	120	30	-1	-1	60	-1	-1	-1	-1	Tiêu dao 4D§t Tiên X1
844	Mßa rào Thôi Chi	19	8	0	14	533	5	15	10	30	20	45	30	75	40	120	50	-1	-1	60	-1	-1	-1	-1	Tiêu dao 4D§t Tiên X2
845	S½n Hoä T§p Thân	1	8	0	15	535	5	30	80	45	160	75	240	120	320	195	400	843	5	65	-1	4	-1	-1	Tiêu dao 4D§t Tiên X3
846	Tß½ng Giang T¯ Änh	116	8	0	15	533	5	30	6000	45	12000	75	18000	120	24000	195	30000	-1	-1	65	-1	541	-1	-1	Tiêu dao 4D§t Tiên X4
847	Lßu quang dÕ vû	2	8	0	15	533	5	30	3000	45	6000	75	9000	120	12000	195	15000	844	5	65	-1	-1	-1	-1	Tiêu dao 4D§t Tiên X5
848	Chï Gian Xuân Sinh	98	8	0	16	523	5	60	100	105	200	165	300	270	400	435	500	-1	-1	70	-1	51778	-1	-1	Tiêu dao 4D§t Tiên X6
849	S¾m t¯i Ð°ng Huy	49	8	0	16	541	5	60	20	105	40	165	60	270	80	435	100	-1	-1	70	999	541	-1	-1	Tiêu dao 4D§t Tiên X7
850	Hß Th¤t Sinh BÕch	332	8	0	17	535	5	120	51779	180	51780	300	51781	480	51782	780	51783	-1	-1	75	-1	-1	-1	-1	Tiêu dao 4D§t Tiên X8
851	Không S½n tiªng v÷ng	285	8	0	17	535	5	120	20	180	40	300	60	480	80	780	100	-1	-1	75	51784	-1	-1	-1	Tiêu dao 4D§t Tiên X9
852	B¡c Minh Lãm Nguy®t	333	8	0	17	541	5	120	150	180	300	300	450	480	600	780	750	181	5	75	-1	-1	-1	-1	Tiêu dao 4D§t Tiên X10
853	Tr¥m Yên CØu Kh¯n	334	8	1	14	-1	5	15	1000	30	2000	45	3000	75	4000	120	5000	-1	-1	60	-1	-1	-1	-1	Tiêu dao 4Minh QuÖ Y1
854	HoÕ Gi¾i Thành Sát	91	8	1	14	525	5	15	51785	30	51786	45	51787	75	51788	120	51789	-1	-1	60	-1	100	-1	-1	Tiêu dao 4Minh QuÖ Y2
855	Mßa bøi Kinh H°ng	335	8	1	15	523	5	30	20	45	40	75	60	120	80	195	100	-1	-1	65	-1	-1	-1	-1	Tiêu dao 4Minh QuÖ Y3
856	Døc Phó Khê S½n	336	8	1	15	535	5	30	200	45	400	75	600	120	800	195	1000	-1	-1	65	51790	476	-1	-1	Tiêu dao 4Minh QuÖ Y4
857	Lß¾i sóng to	336	8	1	15	-1	5	30	100	45	200	75	300	120	400	195	500	854	5	65	51791	476	-1	-1	Tiêu dao 4Minh QuÖ Y5
858	Hoa r½i gi¤u m¯i	337	8	1	16	522	5	60	100	105	200	165	300	270	400	435	500	-1	-1	70	-1	-1	-1	-1	Tiêu dao 4Minh QuÖ Y6
859	Tân Hoa Tän NhuÜ	338	8	1	16	545	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	51792	-1	-1	-1	Tiêu dao 4Minh QuÖ Y7
860	LÕc Anh Sinh Hoa	339	8	1	17	521	5	120	50	180	100	300	150	480	200	780	250	858	5	75	-1	-1	-1	-1	Tiêu dao 4Minh QuÖ Y8
861	Không ch² Ðµn Hình	340	8	1	17	525	5	120	150	180	300	300	450	480	600	780	750	858	5	75	51793	-1	-1	-1	Tiêu dao 4Minh QuÖ Y9
862	Hoa Khai Vân †n	170	8	1	17	545	5	120	200	180	400	300	600	480	800	780	1000	859	5	75	-1	51794	-1	-1	Tiêu dao 4Minh QuÖ Y10
863	Di®u Khúc Sinh Hoa	98	10	0	14	760	5	15	40	30	80	45	120	75	160	120	200	-1	-1	60	-1	44799	-1	-1	MÕn Ðà 4Vãn LÕi X1
864	Mßa phùn Thiêm Hoa	98	10	0	14	763	5	15	160	30	320	45	480	75	640	120	800	-1	-1	60	-1	44799	-1	-1	MÕn Ðà 4Vãn LÕi X2
865	Hàn Tuyªt Li®t Li®t	33	10	0	15	761	5	30	20	45	40	75	60	120	80	195	100	-1	-1	65	-1	-1	-1	-1	MÕn Ðà 4Vãn LÕi X3
866	M£t mày ¦n tình	171	10	0	15	767	5	30	51795	45	51796	75	51797	120	51798	195	51799	-1	-1	65	-1	-1	-1	-1	MÕn Ðà 4Vãn LÕi X4
867	LoÕn Hoa Mê Nhãn	344	10	0	15	775	5	30	20	45	40	75	60	120	80	195	100	-1	-1	65	-1	-1	-1	-1	MÕn Ðà 4Vãn LÕi X5
868	Tri«u Th§p T¸ch Hoa	49	10	0	16	768	5	60	20	105	40	165	60	270	80	435	100	-1	-1	70	999	768	-1	-1	MÕn Ðà 4Vãn LÕi X6
869	M½ mµng Nhi­u Hoa	285	10	0	16	775	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	70	44799	-1	-1	-1	MÕn Ðà 4Vãn LÕi X7
870	Hoa Ðµng Xuân S½n	341	10	0	17	767	5	120	40	180	80	300	120	480	160	780	200	-1	-1	75	-1	-1	-1	-1	MÕn Ðà 4Vãn LÕi X8
871	Hoa Giäi Ngæ	170	10	0	17	773	5	120	80	180	160	300	240	480	320	780	400	-1	-1	75	-1	51800	-1	-1	MÕn Ðà 4Vãn LÕi X9
872	Khúc Ðµng Th¥n Dß½ng	82	10	0	17	780	5	120	51801	180	51802	300	51803	480	51804	780	51805	-1	-1	75	-1	-1	-1	-1	MÕn Ðà 4Vãn LÕi X10
873	Cö cây Tri Xuân	342	10	1	14	-1	5	15	70	30	140	45	210	75	280	120	350	-1	-1	60	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y1
874	Hoa LÕc gió n±i lên Th¶i	343	10	1	14	764	5	15	1	30	2	45	3	75	4	120	5	-1	-1	60	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y2
875	Xuân Quy XØ	2	10	1	15	777	5	30	4000	45	8000	75	12000	120	16000	195	20000	873	5	65	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y3
876	Ti trúc boong boong	19	10	1	15	763	5	30	6	45	12	75	18	120	24	195	30	-1	-1	65	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y4
877	Xuân ThuÖ B¤t Phó	96	10	1	15	761	5	30	100	45	200	75	300	120	400	195	500	-1	-1	65	-1	51806	-1	-1	MÕn Ðà 4Chiêu Minh Y5
878	B®nh Mµc Tri«n Cån	345	10	1	16	784	5	60	20	105	40	165	60	270	80	435	100	-1	-1	70	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y6
879	Sáng qu¡c Ki Hoa	346	10	1	16	786	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y7
880	Tái ngoÕi Thanh	33	10	1	17	768	5	120	20	180	40	300	60	480	80	780	100	-1	-1	75	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y8
881	Tuý Hoa Âm	347	10	1	17	765	5	120	30	180	60	300	90	480	120	780	150	-1	-1	75	-1	51807	-1	-1	MÕn Ðà 4Chiêu Minh Y9
882	Vån Hß½ng nhß cû	82	10	1	17	773	5	120	51808	180	51809	300	51810	480	51811	780	51812	879	5	75	-1	-1	-1	-1	MÕn Ðà 4Chiêu Minh Y10
883	Thiên Bi ngß¶i oán	348	11	0	14	797	5	15	300	30	600	45	900	75	1200	120	1500	663	5	60	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X1
884	Liên Ð¸a Sinh Khô	348	11	0	14	791	5	15	300	30	600	45	900	75	1200	120	1500	664	5	60	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X2
885	Thiên H°n Vînh Trú	349	11	0	15	797	5	30	400	45	800	75	1200	120	1600	195	2000	883	5	65	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X3
886	Dß¾i tay vô tình	19	11	0	15	795	5	30	10	45	20	75	30	120	40	195	50	-1	-1	65	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X4
887	Ð¸a H°n Hành Thß¶ng	349	11	0	15	791	5	30	400	45	800	75	1200	120	1600	195	2000	884	5	65	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X5
888	Ai H°n Bi C¯t	350	11	0	16	799	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X6
889	T× Ô phøng dßÞng cha m©	351	11	0	16	789	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X7
890	Thª sñ vô thß¶ng	352	11	0	17	810	5	120	50	180	100	300	150	480	200	780	250	-1	-1	75	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X8
891	Xu¯ng ð¤t không cØa	353	11	0	17	811	5	120	20	180	40	300	60	480	80	780	100	-1	-1	75	-1	-1	-1	-1	Ác Nhân C¯c 4T¯ H°n X9
892	Phän H°n thiªu phß½ng pháp	354	11	0	17	797	5	120	20	180	40	300	60	480	80	780	100	-1	-1	75	-1	479	-1	-1	Ác Nhân C¯c 4T¯ H°n X10
893	ºa Nhân Thi®n Quä	355	11	1	14	797	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	60	-1	51818	-1	-1	Ác Nhân C¯c 4Phán M®nh Y1
894	SÕ Ð¸a Sinh Hoan	356	11	1	14	791	5	15	70	30	140	45	210	75	280	120	350	-1	-1	60	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y2
895	ÐoÕt H°n tª thiên	357	11	1	15	797	5	30	80	45	160	75	240	120	320	195	400	893	5	65	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y3
896	Trì Cß½ng cây khô	358	11	1	15	810	5	30	200	45	400	75	600	120	800	195	1000	-1	-1	65	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y4
897	Vong h°n con ðß¶ng cu¯i cùng	357	11	1	15	791	5	30	80	45	160	75	240	120	320	195	400	894	5	65	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y5
898	Sinh không ch² nào Y	359	11	1	16	796	5	60	20	105	40	165	60	270	80	435	100	-1	-1	70	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y6
899	Tam gi¾i th¥n thông	360	11	1	16	808	5	60	10	105	20	165	30	270	40	435	50	-1	-1	70	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y7
900	Giäo H°n Tam Kh¯c	361	11	1	17	796	5	120	50	180	100	300	150	480	200	780	250	-1	-1	75	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y8
901	Hß¾ng TØ Nhi Sinh	362	11	1	17	801	5	120	100	180	200	300	300	480	400	780	500	-1	-1	75	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y9
902	Ch¤p chß·ng hoàng tuy«n	363	11	1	17	811	5	120	70	180	140	300	210	480	280	780	350	-1	-1	75	-1	-1	-1	-1	Ác Nhân C¯c 4Phán M®nh Y10
